iso.country,Name,Ref_Area_Type,RC_Region,RC_UNSDCode,groupname,RC_Name,iso.group
50,Bangladesh,3.0-Country,ESCAP_ADB_DMC,98401,ESCAP: ADB Developing member countries (ADB_DMC),ESCAP,
51,Armenia,3.0-Country,ESCAP_ADB_DMC,98401,ESCAP: ADB Developing member countries (ADB_DMC),ESCAP,
64,Bhutan,3.0-Country,ESCAP_ADB_DMC,98401,ESCAP: ADB Developing member countries (ADB_DMC),ESCAP,
90,Solomon Islands,3.0-Country,ESCAP_ADB_DMC,98401,ESCAP: ADB Developing member countries (ADB_DMC),ESCAP,
104,Myanmar,3.0-Country,ESCAP_ADB_DMC,98401,ESCAP: ADB Developing member countries (ADB_DMC),ESCAP,
116,Cambodia,3.0-Country,ESCAP_ADB_DMC,98401,ESCAP: ADB Developing member countries (ADB_DMC),ESCAP,
144,Sri Lanka,3.0-Country,ESCAP_ADB_DMC,98401,ESCAP: ADB Developing member countries (ADB_DMC),ESCAP,
156,China,3.0-Country,ESCAP_ADB_DMC,98401,ESCAP: ADB Developing member countries (ADB_DMC),ESCAP,
242,Fiji,3.0-Country,ESCAP_ADB_DMC,98401,ESCAP: ADB Developing member countries (ADB_DMC),ESCAP,
268,Georgia,3.0-Country,ESCAP_ADB_DMC,98401,ESCAP: ADB Developing member countries (ADB_DMC),ESCAP,
184,Cook Islands,3.0-Country,ESCAP_ADB_DMC,98401,ESCAP: ADB Developing member countries (ADB_DMC),ESCAP,
296,Kiribati,3.0-Country,ESCAP_ADB_DMC,98401,ESCAP: ADB Developing member countries (ADB_DMC),ESCAP,
356,India,3.0-Country,ESCAP_ADB_DMC,98401,ESCAP: ADB Developing member countries (ADB_DMC),ESCAP,
360,Indonesia,3.0-Country,ESCAP_ADB_DMC,98401,ESCAP: ADB Developing member countries (ADB_DMC),ESCAP,
398,Kazakhstan,3.0-Country,ESCAP_ADB_DMC,98401,ESCAP: ADB Developing member countries (ADB_DMC),ESCAP,
417,Kyrgyzstan,3.0-Country,ESCAP_ADB_DMC,98401,ESCAP: ADB Developing member countries (ADB_DMC),ESCAP,
418,Lao People's Democratic Republic,3.0-Country,ESCAP_ADB_DMC,98401,ESCAP: ADB Developing member countries (ADB_DMC),ESCAP,
458,Malaysia,3.0-Country,ESCAP_ADB_DMC,98401,ESCAP: ADB Developing member countries (ADB_DMC),ESCAP,
462,Maldives,3.0-Country,ESCAP_ADB_DMC,98401,ESCAP: ADB Developing member countries (ADB_DMC),ESCAP,
496,Mongolia,3.0-Country,ESCAP_ADB_DMC,98401,ESCAP: ADB Developing member countries (ADB_DMC),ESCAP,
520,Nauru,3.0-Country,ESCAP_ADB_DMC,98401,ESCAP: ADB Developing member countries (ADB_DMC),ESCAP,
524,Nepal,3.0-Country,ESCAP_ADB_DMC,98401,ESCAP: ADB Developing member countries (ADB_DMC),ESCAP,
548,Vanuatu,3.0-Country,ESCAP_ADB_DMC,98401,ESCAP: ADB Developing member countries (ADB_DMC),ESCAP,
583,Micronesia (Federated States of),3.0-Country,ESCAP_ADB_DMC,98401,ESCAP: ADB Developing member countries (ADB_DMC),ESCAP,
584,Marshall Islands,3.0-Country,ESCAP_ADB_DMC,98401,ESCAP: ADB Developing member countries (ADB_DMC),ESCAP,
585,Palau,3.0-Country,ESCAP_ADB_DMC,98401,ESCAP: ADB Developing member countries (ADB_DMC),ESCAP,
586,Pakistan,3.0-Country,ESCAP_ADB_DMC,98401,ESCAP: ADB Developing member countries (ADB_DMC),ESCAP,
598,Papua New Guinea,3.0-Country,ESCAP_ADB_DMC,98401,ESCAP: ADB Developing member countries (ADB_DMC),ESCAP,
608,Philippines,3.0-Country,ESCAP_ADB_DMC,98401,ESCAP: ADB Developing member countries (ADB_DMC),ESCAP,
626,Timor-Leste,3.0-Country,ESCAP_ADB_DMC,98401,ESCAP: ADB Developing member countries (ADB_DMC),ESCAP,
704,Viet Nam,3.0-Country,ESCAP_ADB_DMC,98401,ESCAP: ADB Developing member countries (ADB_DMC),ESCAP,
762,Tajikistan,3.0-Country,ESCAP_ADB_DMC,98401,ESCAP: ADB Developing member countries (ADB_DMC),ESCAP,
764,Thailand,3.0-Country,ESCAP_ADB_DMC,98401,ESCAP: ADB Developing member countries (ADB_DMC),ESCAP,
776,Tonga,3.0-Country,ESCAP_ADB_DMC,98401,ESCAP: ADB Developing member countries (ADB_DMC),ESCAP,
795,Turkmenistan,3.0-Country,ESCAP_ADB_DMC,98401,ESCAP: ADB Developing member countries (ADB_DMC),ESCAP,
798,Tuvalu,3.0-Country,ESCAP_ADB_DMC,98401,ESCAP: ADB Developing member countries (ADB_DMC),ESCAP,
860,Uzbekistan,3.0-Country,ESCAP_ADB_DMC,98401,ESCAP: ADB Developing member countries (ADB_DMC),ESCAP,
882,Samoa,3.0-Country,ESCAP_ADB_DMC,98401,ESCAP: ADB Developing member countries (ADB_DMC),ESCAP,
4,Afghanistan,3.0-Country,ESCAP_ADB_GROUP_A,98402,ESCAP: ADB Group A (ADB_DMC_A),ESCAP,
64,Bhutan,3.0-Country,ESCAP_ADB_GROUP_A,98402,ESCAP: ADB Group A (ADB_DMC_A),ESCAP,
90,Solomon Islands,3.0-Country,ESCAP_ADB_GROUP_A,98402,ESCAP: ADB Group A (ADB_DMC_A),ESCAP,
104,Myanmar,3.0-Country,ESCAP_ADB_GROUP_A,98402,ESCAP: ADB Group A (ADB_DMC_A),ESCAP,
116,Cambodia,3.0-Country,ESCAP_ADB_GROUP_A,98402,ESCAP: ADB Group A (ADB_DMC_A),ESCAP,
296,Kiribati,3.0-Country,ESCAP_ADB_GROUP_A,98402,ESCAP: ADB Group A (ADB_DMC_A),ESCAP,
417,Kyrgyzstan,3.0-Country,ESCAP_ADB_GROUP_A,98402,ESCAP: ADB Group A (ADB_DMC_A),ESCAP,
418,Lao People's Democratic Republic,3.0-Country,ESCAP_ADB_GROUP_A,98402,ESCAP: ADB Group A (ADB_DMC_A),ESCAP,
462,Maldives,3.0-Country,ESCAP_ADB_GROUP_A,98402,ESCAP: ADB Group A (ADB_DMC_A),ESCAP,
520,Nauru,3.0-Country,ESCAP_ADB_GROUP_A,98402,ESCAP: ADB Group A (ADB_DMC_A),ESCAP,
524,Nepal,3.0-Country,ESCAP_ADB_GROUP_A,98402,ESCAP: ADB Group A (ADB_DMC_A),ESCAP,
548,Vanuatu,3.0-Country,ESCAP_ADB_GROUP_A,98402,ESCAP: ADB Group A (ADB_DMC_A),ESCAP,
583,Micronesia (Federated States of),3.0-Country,ESCAP_ADB_GROUP_A,98402,ESCAP: ADB Group A (ADB_DMC_A),ESCAP,
584,Marshall Islands,3.0-Country,ESCAP_ADB_GROUP_A,98402,ESCAP: ADB Group A (ADB_DMC_A),ESCAP,
762,Tajikistan,3.0-Country,ESCAP_ADB_GROUP_A,98402,ESCAP: ADB Group A (ADB_DMC_A),ESCAP,
776,Tonga,3.0-Country,ESCAP_ADB_GROUP_A,98402,ESCAP: ADB Group A (ADB_DMC_A),ESCAP,
798,Tuvalu,3.0-Country,ESCAP_ADB_GROUP_A,98402,ESCAP: ADB Group A (ADB_DMC_A),ESCAP,
882,Samoa,3.0-Country,ESCAP_ADB_GROUP_A,98402,ESCAP: ADB Group A (ADB_DMC_A),ESCAP,
50,Bangladesh,3.0-Country,ESCAP_ADB_GROUP_B,98403,ESCAP: ADB Group B (ADB_DMC_B),ESCAP,
356,India,3.0-Country,ESCAP_ADB_GROUP_B,98403,ESCAP: ADB Group B (ADB_DMC_B),ESCAP,
496,Mongolia,3.0-Country,ESCAP_ADB_GROUP_B,98403,ESCAP: ADB Group B (ADB_DMC_B),ESCAP,
585,Palau,3.0-Country,ESCAP_ADB_GROUP_B,98403,ESCAP: ADB Group B (ADB_DMC_B),ESCAP,
586,Pakistan,3.0-Country,ESCAP_ADB_GROUP_B,98403,ESCAP: ADB Group B (ADB_DMC_B),ESCAP,
598,Papua New Guinea,3.0-Country,ESCAP_ADB_GROUP_B,98403,ESCAP: ADB Group B (ADB_DMC_B),ESCAP,
626,Timor-Leste,3.0-Country,ESCAP_ADB_GROUP_B,98403,ESCAP: ADB Group B (ADB_DMC_B),ESCAP,
860,Uzbekistan,3.0-Country,ESCAP_ADB_GROUP_B,98403,ESCAP: ADB Group B (ADB_DMC_B),ESCAP,
31,Azerbaijan,3.0-Country,ESCAP_ADB_GROUP_C,98404,ESCAP: ADB Group C (ADB_DMC_C),ESCAP,
51,Armenia,3.0-Country,ESCAP_ADB_GROUP_C,98404,ESCAP: ADB Group C (ADB_DMC_C),ESCAP,
144,Sri Lanka,3.0-Country,ESCAP_ADB_GROUP_C,98404,ESCAP: ADB Group C (ADB_DMC_C),ESCAP,
156,China,3.0-Country,ESCAP_ADB_GROUP_C,98404,ESCAP: ADB Group C (ADB_DMC_C),ESCAP,
242,Fiji,3.0-Country,ESCAP_ADB_GROUP_C,98404,ESCAP: ADB Group C (ADB_DMC_C),ESCAP,
268,Georgia,3.0-Country,ESCAP_ADB_GROUP_C,98404,ESCAP: ADB Group C (ADB_DMC_C),ESCAP,
184,Cook Islands,3.0-Country,ESCAP_ADB_GROUP_C,98404,ESCAP: ADB Group C (ADB_DMC_C),ESCAP,
360,Indonesia,3.0-Country,ESCAP_ADB_GROUP_C,98404,ESCAP: ADB Group C (ADB_DMC_C),ESCAP,
398,Kazakhstan,3.0-Country,ESCAP_ADB_GROUP_C,98404,ESCAP: ADB Group C (ADB_DMC_C),ESCAP,
458,Malaysia,3.0-Country,ESCAP_ADB_GROUP_C,98404,ESCAP: ADB Group C (ADB_DMC_C),ESCAP,
608,Philippines,3.0-Country,ESCAP_ADB_GROUP_C,98404,ESCAP: ADB Group C (ADB_DMC_C),ESCAP,
704,Viet Nam,3.0-Country,ESCAP_ADB_GROUP_C,98404,ESCAP: ADB Group C (ADB_DMC_C),ESCAP,
764,Thailand,3.0-Country,ESCAP_ADB_GROUP_C,98404,ESCAP: ADB Group C (ADB_DMC_C),ESCAP,
795,Turkmenistan,3.0-Country,ESCAP_ADB_GROUP_C,98404,ESCAP: ADB Group C (ADB_DMC_C),ESCAP,
12,Algeria,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
24,Angola,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
72,Botswana,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
108,Burundi,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
120,Cameroon,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
132,Cabo Verde,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
140,Central African Republic,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
148,Chad,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
174,Comoros,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
178,Congo,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
180,Democratic Republic of the Congo,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
204,Benin,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
226,Equatorial Guinea,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
231,Ethiopia,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
232,Eritrea,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
262,Djibouti,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
266,Gabon,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
270,Gambia,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
288,Ghana,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
324,Guinea,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
384,Côte d'Ivoire,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
404,Kenya,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
426,Lesotho,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
430,Liberia,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
434,Libya,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
450,Madagascar,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
454,Malawi,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
466,Mali,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
478,Mauritania,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
480,Mauritius,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
504,Morocco,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
508,Mozambique,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
516,Namibia,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
562,Niger,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
566,Nigeria,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
175,Mayotte,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
624,Guinea-Bissau,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
646,Rwanda,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
638,Réunion,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
678,Sao Tome and Principe,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
686,Senegal,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
690,Seychelles,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
694,Sierra Leone,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
706,Somalia,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
710,South Africa,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
716,Zimbabwe,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
728,South Sudan,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
654,Saint Helena,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
748,Eswatini,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
768,Togo,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
788,Tunisia,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
800,Uganda,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
818,Egypt,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
834,United Republic of Tanzania,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
736,Sudan [former],3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
854,Burkina Faso,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
894,Zambia,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
732,Western Sahara,3.0-Country,ESCAP_AFRICA,98405,ESCAP: Africa (AFR),ESCAP,
96,Brunei Darussalam,3.0-Country,ESCAP_ASEAN,98406,ESCAP: ASEAN (ASEAN),ESCAP,
104,Myanmar,3.0-Country,ESCAP_ASEAN,98406,ESCAP: ASEAN (ASEAN),ESCAP,
116,Cambodia,3.0-Country,ESCAP_ASEAN,98406,ESCAP: ASEAN (ASEAN),ESCAP,
360,Indonesia,3.0-Country,ESCAP_ASEAN,98406,ESCAP: ASEAN (ASEAN),ESCAP,
418,Lao People's Democratic Republic,3.0-Country,ESCAP_ASEAN,98406,ESCAP: ASEAN (ASEAN),ESCAP,
458,Malaysia,3.0-Country,ESCAP_ASEAN,98406,ESCAP: ASEAN (ASEAN),ESCAP,
608,Philippines,3.0-Country,ESCAP_ASEAN,98406,ESCAP: ASEAN (ASEAN),ESCAP,
702,Singapore,3.0-Country,ESCAP_ASEAN,98406,ESCAP: ASEAN (ASEAN),ESCAP,
704,Viet Nam,3.0-Country,ESCAP_ASEAN,98406,ESCAP: ASEAN (ASEAN),ESCAP,
764,Thailand,3.0-Country,ESCAP_ASEAN,98406,ESCAP: ASEAN (ASEAN),ESCAP,
4,Afghanistan,3.0-Country,ESCAP_ECO,98407,ESCAP: ECO (ECO),ESCAP,
31,Azerbaijan,3.0-Country,ESCAP_ECO,98407,ESCAP: ECO (ECO),ESCAP,
364,Iran (Islamic Republic of),3.0-Country,ESCAP_ECO,98407,ESCAP: ECO (ECO),ESCAP,
398,Kazakhstan,3.0-Country,ESCAP_ECO,98407,ESCAP: ECO (ECO),ESCAP,
417,Kyrgyzstan,3.0-Country,ESCAP_ECO,98407,ESCAP: ECO (ECO),ESCAP,
586,Pakistan,3.0-Country,ESCAP_ECO,98407,ESCAP: ECO (ECO),ESCAP,
762,Tajikistan,3.0-Country,ESCAP_ECO,98407,ESCAP: ECO (ECO),ESCAP,
792,Turkey,3.0-Country,ESCAP_ECO,98407,ESCAP: ECO (ECO),ESCAP,
795,Turkmenistan,3.0-Country,ESCAP_ECO,98407,ESCAP: ECO (ECO),ESCAP,
860,Uzbekistan,3.0-Country,ESCAP_ECO,98407,ESCAP: ECO (ECO),ESCAP,
156,China,3.0-Country,ESCAP_ENEA,98408,ESCAP: East and North-East Asia (ENEA),ESCAP,
344,"China, Hong Kong Special Administrative Region",3.0-Country,ESCAP_ENEA,98408,ESCAP: East and North-East Asia (ENEA),ESCAP,
446,"China, Macao Special Administrative Region",3.0-Country,ESCAP_ENEA,98408,ESCAP: East and North-East Asia (ENEA),ESCAP,
392,Japan,3.0-Country,ESCAP_ENEA,98408,ESCAP: East and North-East Asia (ENEA),ESCAP,
408,Democratic People's Republic of Korea,3.0-Country,ESCAP_ENEA,98408,ESCAP: East and North-East Asia (ENEA),ESCAP,
410,Republic of Korea,3.0-Country,ESCAP_ENEA,98408,ESCAP: East and North-East Asia (ENEA),ESCAP,
496,Mongolia,3.0-Country,ESCAP_ENEA,98408,ESCAP: East and North-East Asia (ENEA),ESCAP,
4,Afghanistan,3.0-Country,ESCAP_LDC,98411,ESCAP: LDC (LDC_E),ESCAP,
50,Bangladesh,3.0-Country,ESCAP_LDC,98411,ESCAP: LDC (LDC_E),ESCAP,
64,Bhutan,3.0-Country,ESCAP_LDC,98411,ESCAP: LDC (LDC_E),ESCAP,
90,Solomon Islands,3.0-Country,ESCAP_LDC,98411,ESCAP: LDC (LDC_E),ESCAP,
104,Myanmar,3.0-Country,ESCAP_LDC,98411,ESCAP: LDC (LDC_E),ESCAP,
116,Cambodia,3.0-Country,ESCAP_LDC,98411,ESCAP: LDC (LDC_E),ESCAP,
296,Kiribati,3.0-Country,ESCAP_LDC,98411,ESCAP: LDC (LDC_E),ESCAP,
418,Lao People's Democratic Republic,3.0-Country,ESCAP_LDC,98411,ESCAP: LDC (LDC_E),ESCAP,
524,Nepal,3.0-Country,ESCAP_LDC,98411,ESCAP: LDC (LDC_E),ESCAP,
548,Vanuatu,3.0-Country,ESCAP_LDC,98411,ESCAP: LDC (LDC_E),ESCAP,
626,Timor-Leste,3.0-Country,ESCAP_LDC,98411,ESCAP: LDC (LDC_E),ESCAP,
798,Tuvalu,3.0-Country,ESCAP_LDC,98411,ESCAP: LDC (LDC_E),ESCAP,
4,Afghanistan,3.0-Country,ESCAP_LLDC,98412,ESCAP: LLDC (LLDC_E),ESCAP,
31,Azerbaijan,3.0-Country,ESCAP_LLDC,98412,ESCAP: LLDC (LLDC_E),ESCAP,
51,Armenia,3.0-Country,ESCAP_LLDC,98412,ESCAP: LLDC (LLDC_E),ESCAP,
64,Bhutan,3.0-Country,ESCAP_LLDC,98412,ESCAP: LLDC (LLDC_E),ESCAP,
398,Kazakhstan,3.0-Country,ESCAP_LLDC,98412,ESCAP: LLDC (LLDC_E),ESCAP,
417,Kyrgyzstan,3.0-Country,ESCAP_LLDC,98412,ESCAP: LLDC (LLDC_E),ESCAP,
418,Lao People's Democratic Republic,3.0-Country,ESCAP_LLDC,98412,ESCAP: LLDC (LLDC_E),ESCAP,
496,Mongolia,3.0-Country,ESCAP_LLDC,98412,ESCAP: LLDC (LLDC_E),ESCAP,
524,Nepal,3.0-Country,ESCAP_LLDC,98412,ESCAP: LLDC (LLDC_E),ESCAP,
762,Tajikistan,3.0-Country,ESCAP_LLDC,98412,ESCAP: LLDC (LLDC_E),ESCAP,
795,Turkmenistan,3.0-Country,ESCAP_LLDC,98412,ESCAP: LLDC (LLDC_E),ESCAP,
860,Uzbekistan,3.0-Country,ESCAP_LLDC,98412,ESCAP: LLDC (LLDC_E),ESCAP,
31,Azerbaijan,3.0-Country,ESCAP_NCA,98417,ESCAP: North and Central Asia (NCA),ESCAP,
51,Armenia,3.0-Country,ESCAP_NCA,98417,ESCAP: North and Central Asia (NCA),ESCAP,
268,Georgia,3.0-Country,ESCAP_NCA,98417,ESCAP: North and Central Asia (NCA),ESCAP,
398,Kazakhstan,3.0-Country,ESCAP_NCA,98417,ESCAP: North and Central Asia (NCA),ESCAP,
417,Kyrgyzstan,3.0-Country,ESCAP_NCA,98417,ESCAP: North and Central Asia (NCA),ESCAP,
