"Age..range","Catalog.ID","Note.on.data","Note.on.methods","Note.on.country","Note.on.population","Contraceptive.use.ANY","Contraceptive.use.MODERN","Contraceptive.use.TRADITIONAL","Unmet","GEO.biases..unknown.direction.","Non.pregnant.and.other.positive.biases","Negative.bias","Population.type","age.cat.bias","Modern.method.bias","Folk.method.positive.bias","Absence.of.probing.questions.bias...1","ISO.code","Country","Start.year_Year","End.year_Year","Start.year","End.year","Source.name","Data.series.type","EXCLUDE1isyes","SurveyID","SE.logR.modern.nouse","SE.logR.trad.nouse","SE.logR.unmet.noneed","SE.modern","SE.trad","SE.unmet","In.union"
"35-39",5806,NA,NA,NA,NA,66.2184869705071,32.2318173384268,33.9866696320804,11.2444633696916,NA,NA,NA,"MW","0",NA,NA,0,51,"Armenia",2015,2016,2015.91506849315,2016.32786885246,"2015 DHS","DHS",0,"am72",0.114379376751604,0.10451721745687,0.16288353835105,0.0194492655647616,0.017674568878484,0.0114504094798099,1
"35-39",5603,NA,NA,NA,NA,69.747,66.61,3.137,NA,NA,NA,NA,"MW","0",NA,NA,1,36,"Australia",2005,2006,2005.64383561644,2006.18630136986,"2005-2006 HILDA","National survey",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",6026,NA,NA,NA,NA,61.03,57.96,3.07,NA,NA,NA,NA,"MW","0",NA,NA,1,36,"Australia",2008,2009,2008.62021857923,2009.15890410959,"2008-2009 HILDA","National survey",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",6002,NA,NA,NA,NA,68.05,63.94,4.11,NA,NA,NA,NA,"MW","0",NA,NA,1,36,"Australia",2011,2012,2011.57260273973,2012.12295081967,"2011-2012 HILDA","National survey",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",7344,NA,NA,NA,NA,68.22,65.28,2.94,NA,NA,NA,NA,"MW","0",NA,NA,1,36,"Australia",2015,2016,2015.5698630137,2016.10109289617,"2015-2016 HILDA","National survey",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",2848,NA,NA,NA,NA,52.3,46.9,5.4,NA,NA,NA,NA,"MW","0",NA,NA,1,40,"Austria",1995,1996,1995.91506849315,1996.41256830601,"1995-1996 FFS","FFS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",6025,NA,"Modern methods include some cases of sterilisation for non-contraceptive reasons.",NA,NA,69.5708105546471,64.8691077670226,4.70170278762458,NA,NA,NA,NA,"MW","0","+",NA,1,40,"Austria",2012,2013,2012.72404371585,2013.4,"2012-2013 GGS","GGS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",1912,NA,NA,NA,NA,65.13292434,20.14314928,44.98977505,NA,NA,NA,NA,"MW","0",NA,NA,1,31,"Azerbaijan",2000,2000,2000.58196721311,2000.65846994536,"2000 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",1670,NA,NA,NA,NA,61.2,13.9,47.3,NA,NA,NA,NA,"MW","0",NA,NA,0,31,"Azerbaijan",2001,2001,2001.24657534247,2001.57808219178,"2001 RHS","RHS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",179,NA,NA,NA,NA,64.6486620358158,18.1411801246292,46.5074819111866,12.6671506244684,NA,NA,NA,"MW","0",NA,NA,0,31,"Azerbaijan",2006,2006,2006.49589041096,2006.91232876712,"2006 DHS","DHS",0,"az52",0.131831214330665,0.0900284375237723,0.149159474315478,0.0154594165150693,0.0174007216687783,0.012236454094378,1
"35-39",7530,NA,NA,NA,NA,72,17.6,54.4,NA,NA,NA,NA,"MW","0",NA,NA,0,31,"Azerbaijan",2011,2011,2011.58082191781,2011.8301369863,"2011 DHS-NS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",145,NA,NA,"Data pertain to nationals of the country.",NA,57,35.8,21.2,NA,"Data pertain to nationals of the country.",NA,NA,"MW","0",NA,NA,0,48,"Bahrain",1989,1989,1989,1989,"1989 CHS","GFHS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",181,NA,NA,"Data pertain to nationals of the country.",NA,68.3,35.6,32.7,NA,"Data pertain to nationals of the country.",NA,NA,"MW","0",NA,NA,0,48,"Bahrain",1995,1995,1995,1995,"1995 FHS","GFHS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",749,NA,NA,NA,NA,12.5,8,4,NA,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",1975,1976,1975,1976,"1975-1976 WFS","WFS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",822,NA,NA,NA,NA,17.1,11.8,5.3,NA,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",1979,1980,1979.66575342466,1980,"1979-1980 CPS","CPS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",653,NA,NA,NA,NA,23.2,NA,NA,NA,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",1981,1981,1981.32876712329,1981.58082191781,"1981 CPS","CPS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",164,NA,NA,NA,NA,29.4,19.3,10.1,NA,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",1983,1984,1983.74794520548,1984,"1983-1984 CPS","CPS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",801,NA,NA,NA,NA,34.4,23.4,11,NA,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",1985,1986,1985.91506849315,1986.24657534247,"1985-1986 CPS","CPS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",828,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",1988,1989,1988.91530054645,1989.24657534247,"1988-1989 FS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",161,NA,NA,NA,NA,44.8,33.7,11,NA,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",1989,1989,1989.16164383562,1989.49589041096,"1989 CPS","CPS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",2802,NA,NA,NA,NA,57.1,44,13,NA,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",1991,1991,1991,1991,"1991 CPS","CPS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",1814,NA,NA,NA,NA,58.519099332245,46.6969176967244,11.8221816355207,22.7280461163163,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",1993,1994,1993.83287671233,1994.24383561644,"1993-1994 DHS","DHS",0,"bd31",0.0766341027569712,0.105285737887009,0.108260859983913,0.0165073282297118,0.0084991336842924,0.0138553892568959,1
"35-39",1815,NA,NA,NA,NA,63.8577685617025,51.9124580314873,11.9453105302152,18.1083693641224,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",1996,1997,1996.83333333333,1997.24383561644,"1996-1997 DHS","DHS",0,"bd3a",0.0769395368744768,0.118833812870851,0.0982735597801179,0.0167090121934814,0.0106777931617084,0.0127141970490319,1
"35-39",1816,NA,NA,NA,NA,67.6573425102246,53.7869039294179,13.8704385808067,16.3850430106645,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",1999,2000,1999.83287671233,2000.24590163934,"1999-2000 DHS","DHS",0,"bd41",0.0762629575078335,0.106749696380481,0.111600716536646,0.013629894596123,0.00811074988346959,0.00950617289815437,1
"35-39",5047,NA,NA,NA,NA,62.5,52.5,10,NA,NA,NA,NA,"MW","0",NA,NA,1,50,"Bangladesh",2001,2001,2001,2001.49315068493,"2001 DHS Special","National survey",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",1813,NA,NA,NA,NA,72.0969913919972,56.8565908721353,15.2404005198618,13.2038600071693,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",2004,2004,2004,2004.41256830601,"2004 DHS","DHS",0,"bd4j",0.0833310877048044,0.100238803996785,0.119830306982638,0.0170018575899456,0.0105953895789249,0.011758905430097,1
"35-39",1840,NA,NA,NA,NA,66.5146276258556,52.303005603653,14.2116220222026,16.4998778814461,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",2007,2007,2007.16164383562,2007.66301369863,"2007 DHS","DHS",0,"bd50",0.0780043257021142,0.108584597907156,0.112619019653148,0.015288778464157,0.0108980442882479,0.011534804874483,1
"35-39",5048,NA,NA,NA,NA,71.7420223389755,56.9400509135166,14.8019714254589,11.4764401023307,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",2011,2011,2011.49589041096,2011.99726027397,"2011 DHS","DHS",0,"bd62",0.0572334507306312,0.0807147413310798,0.104416060148786,0.00905843232600894,0.00702949953682689,0.00571819734143715,1
"35-39",5595,NA,NA,NA,NA,69.34664233,66.62214307,2.724499262,13.05046394,NA,NA,NA,"MW","0",NA,NA,1,50,"Bangladesh",2012,2013,2012.91530054645,2013.32602739726,"2012-2013 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",5787,NA,NA,NA,NA,72.9319816386601,60.5902328436448,12.3417487950154,10.3059764418411,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",2014,2014,2014.41369863014,2014.91232876712,"2014 DHS","DHS",0,"bd72",0.0627144872519939,0.100846612259024,0.109214902752964,0.0114546633909234,0.00824442457572843,0.0073505488431323,1
"35-39",7618,NA,NA,NA,NA,74.6,64,10.4,NA,NA,NA,NA,"MW","0",NA,NA,1,50,"Bangladesh",2016,2016,2016.6393442623,2017.1095890411,"2016 BMMS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",7475,NA,NA,NA,NA,75.3743160044296,61.4270303804976,13.947285623932,10.3077359891415,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",2017,2018,2017.74794520548,2018.24383561644,"2017-2018 DHS","DHS",0,"bd7r",0.0543210462332196,0.0732133161343413,0.086050156017421,0.0103249997580588,0.00718974616273657,0.0063288187449214,1
"35-39",7575,NA,NA,NA,NA,73.0576458943412,68.5007090211843,4.55693687315714,12.7756454649351,NA,NA,NA,"MW","0",NA,NA,1,50,"Bangladesh",2019,2019,2019.04931506849,2019.41369863014,"2019 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",108,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,"MW","0",NA,NA,0,52,"Barbados",1980,1981,1980,1981,"1980-1981 CPS","CPS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",2778,NA,NA,NA,NA,68,65.96,2.108,NA,NA,NA,NA,"MW","0",NA,NA,0,52,"Barbados",1988,1988,1988,1988,"1988 CCPS","CCPS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",4986,NA,NA,NA,NA,63.88353164,60.60021602,3.283315621,14.8,NA,NA,NA,"MW","0",NA,NA,1,52,"Barbados",2012,2012,2012.3306010929,2012.8306010929,"2012 MICS","MICS",0,"bbwm4",0.159782171268945,0.433949736264696,0.230880921375554,0.0301860538309811,0.00993016471037272,0.0203789072427442,1
"35-39",666,NA,NA,NA,NA,81.87304412,69.79642714,12.07661699,NA,NA,NA,NA,"MW","0",NA,NA,1,112,"Belarus",2005,2005,2005.83287671233,2005.99726027397,"2005 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",4987,NA,NA,NA,NA,75.66510406,64.04220673,11.62289733,4,NA,NA,NA,"MW","0",NA,NA,1,112,"Belarus",2012,2012,2012.23770491803,2012.5,"2012 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",7498,NA,"Modern methods include some cases of sterilisation for non-contraceptive reasons.",NA,NA,74.5,61.77,12.73,NA,NA,NA,NA,"MW","0","+",NA,1,112,"Belarus",2017,2017,2017,2017.91232876712,"2017 GGS","GGS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",4955,NA,"Modern methods include some cases of sterilisation for non-contraceptive reasons.","Data pertain to the Flemish population only.",NA,76,11.4,64.6,NA,"Data pertain to the Flemish population only.",NA,NA,"MW","0","+",NA,0,56,"Belgium",1966,1966,1966,1966,"1966 SFD","National survey",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",4956,NA,"Modern methods include some cases of sterilisation for non-contraceptive reasons.","Data pertain to the Flemish population only.",NA,91,44.59,46.41,NA,"Data pertain to the Flemish population only.",NA,NA,"MW","0","+",NA,0,56,"Belgium",1975,1976,1975,1976,"1975-1976 SFD","National survey",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",2725,NA,"Modern methods include some cases of sterilisation for non-contraceptive reasons.","Data pertain to the Flemish population only.",NA,89,66.75,22.25,NA,"Data pertain to the Flemish population only.",NA,NA,"MW","0","+",NA,0,56,"Belgium",1982,1983,1982,1983,"1982-1983 SFD","National survey",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",2803,NA,"Modern methods include some cases of sterilisation for non-contraceptive reasons.","Data pertain to the Flemish population only.",NA,86.3088235294118,79.8088235294118,6.5,NA,"Data pertain to the Flemish population only.",NA,NA,"MW","0","+",NA,1,56,"Belgium",1991,1992,1991.16164383562,1992.99726775956,"1991-1992 FFS","FFS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",5427,NA,"Modern methods include some cases of sterilisation for non-contraceptive reasons.",NA,"Data pertain to women with co-resident male partner.",80.1,77.8,2.3,NA,NA,NA,NA,"MW","0","+",NA,1,56,"Belgium",2008,2010,2008.08469945355,2010.41095890411,"2008-2010 GGS","GGS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",779,NA,NA,NA,"Including visiting unions.",54.8,51.65,3.25,NA,NA,NA,"+-","MW","0",NA,NA,0,84,"Belize",1991,1991,1991.03835616438,1991.13424657534,"1991 FHS","RHS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",154,NA,NA,NA,NA,64.7,NA,NA,NA,NA,NA,NA,"MW","0",NA,NA,0,84,"Belize",1999,1999,1999.82739726027,1999.95068493151,"1999 FHS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",4988,NA,NA,NA,NA,58.07443411,54.75430742,3.320126689,14.5,NA,NA,NA,"MW","0",NA,NA,1,84,"Belize",2011,2011,2011.44657534247,2011.59178082192,"2011 MICS","MICS",0,"bzwm4",0.117772179307815,0.303192898919021,0.160444601160468,0.015568805745259,0.00819329842935228,0.0128758167938996,1
"35-39",5761,NA,NA,NA,NA,52.99518801,50.23011007,2.765077939,16.60514826,NA,NA,NA,"MW","0",NA,NA,0,84,"Belize",2015,2016,2015.79726027397,2016.08196721311,"2015-2016 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",1780,NA,NA,NA,NA,18.9560757367027,2.95137887258274,16.0046968641199,33.0639584610251,NA,NA,NA,"MW","0",NA,NA,0,204,"Benin",1996,1996,1996.41530054645,1996.66393442623,"1996 DHS","DHS",0,"bj38",0.257114100419516,0.116108212638038,0.0931530122222275,0.00708788309408782,0.0141605027143037,0.0172556831497447,1
"35-39",1761,NA,NA,NA,NA,20.928253801323,8.0049197404484,12.9233340608746,29.1163208182063,NA,NA,NA,"MW","0",NA,NA,0,204,"Benin",2001,2001,2001.58082191781,2001.91232876712,"2001 DHS","DHS",0,"bj41",0.152559887673643,0.121026709022156,0.093468400763095,0.00672440046002,0.00808182033555185,0.00968233637349979,1
"35-39",694,NA,NA,NA,NA,20.733643666724,8.08080366490382,12.6528400018201,30.5598885844333,NA,NA,NA,"MW","0",NA,NA,0,204,"Benin",2006,2006,2006.58082191781,2006.91232876712,"2006 DHS","DHS",0,"bj51",0.0924638558959632,0.0761791934869344,0.0561689159043389,0.00384698246147435,0.00642163764565808,0.00681918340430878,1
"35-39",4493,NA,NA,NA,NA,15.9090397429707,9.99371757371615,5.91532216925456,34.5011395006083,NA,NA,NA,"MW","0",NA,NA,0,204,"Benin",2011,2012,2011.91506849315,2012.24590163934,"2011-2012 DHS","DHS",0,"bj61",0.0866688384478899,0.12458416916751,0.0582173558653152,0.00468154044223633,0.00417209549100323,0.00735592247512407,1
"35-39",5665,NA,NA,NA,NA,21.87150051,15.34883088,6.522669638,33.6485284,NA,NA,NA,"MW","0",NA,NA,1,204,"Benin",2014,2014,2014.32876712329,2014.32876712329,"2014 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",6055,NA,NA,NA,NA,18.2958208861734,14.0650920797032,4.2307288064702,33.3657298904392,NA,NA,NA,"MW","0",NA,NA,0,204,"Benin",2017,2018,2017.84657534247,2018.15890410959,"2017-2018 DHS","DHS",0,"bj71",0.0803747628061274,0.134796644379738,0.0575801587431978,0.00687923112749891,0.00315521265791057,0.00870940608845185,1
"35-39",4989,NA,NA,NA,NA,74.91124286,74.77046421,0.140778647,9,NA,NA,NA,"MW","0",NA,NA,1,64,"Bhutan",2010,2010,2010.24657534247,2010.64383561644,"2010 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",1768,NA,NA,NA,NA,36.2368729999663,15.2153501412252,21.0215228587411,NA,NA,NA,NA,"MW","0",NA,NA,0,68,"Bolivia (Plurinational State of)",1989,1989,1989.16164383562,1989.57808219178,"1989 DHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",1769,NA,NA,NA,NA,50.038203126755,20.9257721568431,29.1124309699119,32.9564722521308,NA,NA,NA,"MW","0",NA,NA,0,68,"Bolivia (Plurinational State of)",1993,1994,1993.83287671233,1994.41095890411,"1994 DHS","DHS",0,"bo33",0.105585437152019,0.0889335126972156,0.113643424203237,0.00749323719022214,0.0112876680913604,0.0114906343109613,1
"35-39",1766,NA,NA,NA,NA,56.2237674391663,28.4081385531374,27.8156288860288,25.7820872234636,NA,NA,NA,"MW","0",NA,NA,0,68,"Bolivia (Plurinational State of)",1998,1998,1998.16164383562,1998.74520547945,"1998 DHS","DHS",0,"bo3b",0.0755189516574786,0.0828142569241009,0.0972401443448056,0.00848595442400926,0.00959776577986935,0.00795090163637878,1
"35-39",1930,NA,NA,NA,NA,58.46021341,31.54156891,26.9186445,NA,NA,NA,NA,"MW","0",NA,NA,0,68,"Bolivia (Plurinational State of)",2000,2000,2000.62021857923,2000.87158469945,"2000 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",1844,NA,NA,NA,NA,64.2277126178368,37.0685501352502,27.1591624825866,21.0685864237504,NA,NA,NA,"MW","0",NA,NA,0,68,"Bolivia (Plurinational State of)",2003,2004,2003.58082191781,2004.08196721311,"2003 DHS","DHS",0,"bo41",0.0711596488939955,0.0824728631012838,0.0925464087866998,0.014881572310646,0.0146006994411072,0.0121849152082808,1
"35-39",4492,NA,NA,NA,NA,68.773676132562,39.323578493155,29.450097639407,17.6271741585341,NA,NA,NA,"MW","0",NA,NA,0,68,"Bolivia (Plurinational State of)",2008,2008,2008.08469945355,2008.49453551913,"2008 DHS","DHS",0,"bo51",0.0747675983155278,0.0790520029462705,0.104167533081203,0.0161255549412439,0.0148682061535183,0.0115675646014087,1
"35-39",7485,NA,NA,NA,NA,72.3,48.4,23.9,NA,NA,NA,NA,"MW","0",NA,NA,0,68,"Bolivia (Plurinational State of)",2016,2016,2016.33606557377,2016.74590163934,"2016 DHS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",2894,NA,NA,NA,NA,53.55004277,21.55688623,31.99315654,NA,NA,NA,NA,"MW","0",NA,NA,1,70,"Bosnia and Herzegovina",2000,2000,2000.63387978142,2000.80054644809,"2000 MICS","MICS",0,"bhwm2",0.0961219274334723,0.0959850253538541,NA,0.0100497816931938,0.014180575042902,0,1
