"Catalog.ID","In.union","Age..range","Note.on.data","Note.on.methods","Note.on.country","Note.on.population","Contraceptive.use.ANY","Contraceptive.use.MODERN","Contraceptive.use.TRADITIONAL","Unmet","GEO.biases..unknown.direction.","Non.pregnant.and.other.positive.biases","Negative.bias","Population.type","age.cat.bias","Modern.method.bias","Folk.method.positive.bias","Absence.of.probing.questions.bias...1","ISO.code","Country","Start.year_Year","End.year_Year","Start.year","End.year","Source.name","Data.series.type","EXCLUDE1isyes","SurveyID","SE.logR.modern.nouse","SE.logR.trad.nouse","SE.logR.unmet.nouse","SE.logR.any.nouse","SE.logR.unmet.noneed"
1694,0,"20-24",NA,NA,NA,NA,3.52580316770579,2.39843108125975,1.12737208644603,5.4092514330421,NA,NA,NA,"UW","0",NA,NA,0,231,"Ethiopia",2000,2000,2000.08469945355,2000.41256830601,"2000 DHS","DHS",0,"et41",0.263589632,0.265048983,0.174662118,0.195479682,0.185037036
1694,1,"20-24",NA,NA,NA,NA,7.4551345813005,5.42029335113148,2.03484123016902,38.4729168541606,NA,NA,NA,"MW","0",NA,NA,0,231,"Ethiopia",2000,2000,2000.08469945355,2000.41256830601,"2000 DHS","DHS",0,"et41",0.146350901,0.319143018,0.05021527,0.122924003,0.085944109
1695,0,"20-24",NA,NA,NA,NA,41.034341609067,40.6960662966473,0.3382753124197,16.0566138438576,NA,NA,NA,"UW","0",NA,NA,0,748,"Eswatini",2006,2007,2006.49589041096,2007.15890410959,"2006-2007 DHS","DHS",0,"sz50",0.089717039,0.719702462,0.081711435,0.08925797,0.112287947
1695,1,"20-24",NA,NA,NA,NA,46.6552904194152,44.56779422364,2.08749619577513,29.4467857217784,NA,NA,NA,"MW","0",NA,NA,0,748,"Eswatini",2006,2007,2006.49589041096,2007.15890410959,"2006-2007 DHS","DHS",0,"sz50",0.103638274,0.383996929,0.086921752,0.101503117,0.194025876
1696,0,"20-24",NA,NA,NA,NA,12.7075525703734,11.1632988893709,1.54425368100254,12.5598510185563,NA,NA,NA,"UW","0",NA,NA,0,894,"Zambia",2001,2002,2001.83287671233,2002.41095890411,"2001-2002 DHS","DHS",0,"zm43",0.14269723,0.364209463,0.118700085,0.137540137,0.138649283
1696,1,"20-24",NA,NA,NA,NA,31.5781322740379,22.789104802897,8.78902747114088,27.604927989961,NA,NA,NA,"MW","0",NA,NA,0,894,"Zambia",2001,2002,2001.83287671233,2002.41095890411,"2001-2002 DHS","DHS",0,"zm43",0.091398029,0.120063786,0.049089176,0.077398795,0.082288704
1698,0,"20-24",NA,NA,NA,NA,15.5725875288179,15.4481748078886,0.12441272092935,5.1787109989538,NA,NA,NA,"UW","0",NA,NA,0,716,"Zimbabwe",2005,2006,2005.58082191781,2006.15890410959,"2005-2006 DHS","DHS",0,"zw52",0.131233988,0.996210609,0.167343701,0.129942631,0.178279208
1698,1,"20-24",NA,NA,NA,NA,61.5519470716563,60.4390062052916,1.11294086636467,13.7147871565164,NA,NA,NA,"MW","0",NA,NA,0,716,"Zimbabwe",2005,2006,2005.58082191781,2006.15890410959,"2005-2006 DHS","DHS",0,"zw52",0.072120272,0.248415402,0.079935735,0.071427343,0.124260719
1699,0,"20-24",NA,NA,NA,NA,11.9407994199935,7.77885275240039,4.16194666759308,13.2233444360808,NA,NA,NA,"UW","0",NA,NA,0,894,"Zambia",1996,1997,1996.49726775956,1997.08219178082,"1996 DHS","DHS",0,"zm31",0.158649638,0.199564032,0.102643945,0.118477049,0.120780922
1699,1,"20-24",NA,NA,NA,NA,24.6070157799221,14.6532939652767,9.95372181464541,25.6096644080217,NA,NA,NA,"MW","0",NA,NA,0,894,"Zambia",1996,1997,1996.49726775956,1997.08219178082,"1996 DHS","DHS",0,"zm31",0.093301667,0.098867574,0.04677165,0.073661946,0.070832043
1700,0,"20-24",NA,NA,NA,NA,17.6801968260119,17.3571184255743,0.323078400437598,7.34336370729829,NA,NA,NA,"UW","0",NA,NA,0,716,"Zimbabwe",1999,1999,1999.66575342466,1999.99726027397,"1999 DHS","DHS",0,"zw42",0.136066365,1.004063445,0.177465071,0.134842156,0.194846405
1700,1,"20-24",NA,NA,NA,NA,53.735741110417,52.3481326249453,1.38760848547178,13.6889008564651,NA,NA,NA,"MW","0",NA,NA,0,716,"Zimbabwe",1999,1999,1999.66575342466,1999.99726027397,"1999 DHS","DHS",0,"zw42",0.084216383,0.286595596,0.086756494,0.082451665,0.123213531
1701,0,"20-24",NA,NA,NA,NA,18.6228027961566,17.3987543768544,1.22404841930229,8.69790861385817,NA,NA,NA,"UW","0",NA,NA,0,716,"Zimbabwe",1994,1994,1994.49589041096,1994.91232876712,"1994 DHS","DHS",0,"zw31",0.13104804,0.43872804,0.150183903,0.124200237,0.168157192
1701,1,"20-24",NA,NA,NA,NA,49.9350713718494,47.4335133992163,2.50155797263306,16.3183102877164,NA,NA,NA,"MW","0",NA,NA,0,716,"Zimbabwe",1994,1994,1994.49589041096,1994.91232876712,"1994 DHS","DHS",0,"zw31",0.069138084,0.228431837,0.07598938,0.068044379,0.112734344
1702,1,"20-24",NA,"Traditional methods include folk methods.",NA,NA,18.7,6.1,12.6,36,NA,NA,NA,"MW","0",NA,"Including folk methods.",0,887,"Yemen",1997,1997,1997.74794520548,1997.99726027397,"1997 DHS","DHS",0,NA,NA,NA,NA,NA,NA
1703,1,"20-24",NA,NA,NA,NA,8.46241367628527,4.29426029071321,4.16815338557206,41.7738952279338,NA,NA,NA,"MW","0",NA,NA,0,887,"Yemen",1991,1992,1991.83287671233,1992.08196721311,"1991-1992 DHS","DHS",0,"ye21",0.192584328,0.197889281,0.044169479,0.145984349,0.08124734
1705,0,"20-24",NA,NA,NA,NA,2.35675841794165,2.24324556145314,0.113512856488504,2.01846114759664,NA,NA,NA,"UW","0",NA,NA,0,686,"Senegal",2005,2005,2005.08493150685,2005.41095890411,"2005 DHS","DHS",0,"sn4a",0.311055376,1.001928581,0.313476452,0.299411907,0.320093356
1705,1,"20-24",NA,NA,NA,NA,8.41875179968254,7.286175269674,1.13257653000854,32.742385395279,NA,NA,NA,"MW","0",NA,NA,0,686,"Senegal",2005,2005,2005.08493150685,2005.41095890411,"2005 DHS","DHS",0,"sn4a",0.115660371,0.284946098,0.04070877,0.107955338,0.063362202
1707,0,"20-24",NA,NA,NA,NA,7.07692307692308,2.76923076923077,4.30769230769231,3.38461538461538,NA,NA,NA,"UW","0",NA,NA,0,174,"Comoros",1996,1996,1996.16393442623,1996.41256830601,"1996 DHS","DHS",0,"km32",0.485213684,0.343352549,0.274174,0.30741854,0.284537965
1707,1,"20-24",NA,NA,NA,NA,23.1075697211155,9.16334661354582,13.9442231075697,36.6533864541833,NA,NA,NA,"MW","0",NA,NA,0,174,"Comoros",1996,1996,1996.16393442623,1996.41256830601,"1996 DHS","DHS",0,"km32",0.257140816,0.180887296,0.070043688,0.159609086,0.133845858
1708,1,"20-24",NA,NA,NA,NA,13.3087786695809,2.89665374308391,10.412124926497,31.4322144264718,NA,NA,NA,"MW","0",NA,NA,0,450,"Madagascar",1992,1992,1992.3306010929,1992.91256830601,"1992 DHS","DHS",0,"md21",0.228780689,0.131562777,0.060436527,0.117567943,0.094813799
1709,0,"20-24",NA,NA,NA,NA,61.1822961789797,21.2253872603944,39.9569089185853,11.6517267418195,NA,NA,NA,"UW","0",NA,NA,0,178,"Congo",2005,2005,2005.49589041096,2005.91232876712,"2005 DHS","DHS",0,"cg50",0.126214072,0.108262558,0.140038564,0.096274786,0.200102337
1709,1,"20-24",NA,NA,NA,NA,48.8729312796181,14.4380519335646,34.4348793460534,21.718233366824,NA,NA,NA,"MW","0",NA,NA,0,178,"Congo",2005,2005,2005.49589041096,2005.91232876712,"2005 DHS","DHS",0,"cg50",0.14065181,0.089575081,0.081282722,0.088557427,0.141309482
1710,0,"20-24",NA,NA,NA,NA,17.462109466452,15.2132599914602,2.24884947499179,6.15836049177724,NA,NA,NA,"UW","0",NA,NA,0,214,"Dominican Republic",2002,2002,2002.49589041096,2002.99726027397,"2002 DHS","DHS",0,"dr4b",0.088587037,0.221993424,0.127441054,0.081505195,0.137716424
1710,1,"20-24",NA,NA,NA,NA,54.8043674924494,49.0993727721693,5.70499472028012,21.8491332044395,NA,NA,NA,"MW","0",NA,NA,0,214,"Dominican Republic",2002,2002,2002.49589041096,2002.99726027397,"2002 DHS","DHS",0,"dr4b",0.060772097,0.121562755,0.044507001,0.057676766,0.086159473
1714,0,"20-24",NA,NA,NA,NA,20.3681349790761,12.8188672835971,7.54926769547905,15.2318126395364,NA,NA,NA,"UW","0",NA,NA,0,466,"Mali",2001,2001,2001,2001.41095890411,"2001 DHS","DHS",0,"ml42",0.199979986,0.26223103,0.138538224,0.167348468,0.171305096
1714,1,"20-24",NA,NA,NA,NA,7.07581564743986,6.53487990050817,0.540935746931687,30.2933524650724,NA,NA,NA,"MW","0",NA,NA,0,466,"Mali",2001,2001,2001,2001.41095890411,"2001 DHS","DHS",0,"ml42",0.117162316,0.295999739,0.046170845,0.11367704,0.068502812
1715,0,"20-24",NA,NA,NA,NA,30.7754376172287,18.5863391349128,12.1890984823159,15.4915732991054,NA,NA,NA,"UW","0",NA,NA,0,466,"Mali",1995,1996,1995.83287671233,1996.41256830601,"1995-1996 DHS","DHS",0,"ml32",0.192721374,0.205678435,0.166217454,0.158152729,0.214139037
1715,1,"20-24",NA,NA,NA,NA,5.89245430769791,3.31195282001692,2.58050148768099,27.537580640041,NA,NA,NA,"MW","0",NA,NA,0,466,"Mali",1995,1996,1995.83287671233,1996.41256830601,"1995-1996 DHS","DHS",0,"ml32",0.164640241,0.174595493,0.050490843,0.126071124,0.071377074
1717,0,"20-24",NA,NA,NA,NA,2.03200600294554,1.51073869161528,0.521267311330258,5.41427456624039,NA,NA,NA,"UW","0",NA,NA,0,646,"Rwanda",2005,2005,2005.08493150685,2005.57808219178,"2005 DHS","DHS",0,"rw53",0.212098328,0.377866087,0.117741781,0.182780853,0.124629526
1717,1,"20-24",NA,NA,NA,NA,12.6626850672205,7.47176046323516,5.19092460398534,35.226541719899,NA,NA,NA,"MW","0",NA,NA,0,646,"Rwanda",2005,2005,2005.08493150685,2005.57808219178,"2005 DHS","DHS",0,"rw53",0.132017767,0.157272961,0.045234699,0.104373211,0.075813059
1721,0,"20-24",NA,NA,NA,NA,58.159481614839,57.5858687555441,0.573612859294925,9.75251142904365,NA,NA,NA,"UW","0",NA,NA,0,710,"South Africa",1998,1998,1998,1998.74520547945,"1998 DHS","DHS",0,"za31",0.059660474,0.38298558,0.077604597,0.05948754,0.101190971
