"Age..range","Catalog.ID","Note.on.data","Note.on.methods","Note.on.country","Note.on.population","Contraceptive.use.ANY","Contraceptive.use.MODERN","Contraceptive.use.TRADITIONAL","Unmet","GEO.biases..unknown.direction.","Non.pregnant.and.other.positive.biases","Negative.bias","Population.type","age.cat.bias","Modern.method.bias","Folk.method.positive.bias","Absence.of.probing.questions.bias...1","ISO.code","Country","Start.year_Year","End.year_Year","Start.year","End.year","Source.name","Data.series.type","EXCLUDE1isyes","SurveyID","SE.logR.modern.nouse","SE.logR.trad.nouse","SE.logR.unmet.noneed","SE.modern","SE.trad","SE.unmet","In.union"
"40-44",7474,NA,NA,NA,NA,52.0951652434178,3.51492169030571,48.5802435531121,7.63522102292193,NA,NA,NA,"MW","0",NA,NA,0,8,"Albania",2017,2018,2017.69315068493,2018.13698630137,"2017-2018 DHS","DHS",0,"al71",0.187038534474143,0.1105198740968,0.140967356924118,0.00116881696780507,0.0117351370764533,0.00466237863585217,1
"40-44",693,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,"MW","0",NA,NA,0,12,"Algeria",1986,1987,1986,1987,"1986-1987 ENF","WFS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",32,NA,NA,NA,NA,52.2,43.7,8.5,NA,NA,NA,NA,"MW","0",NA,NA,0,12,"Algeria",1992,1992,1992.41530054645,1992.57923497268,"1992 MCH","PAPCHILD",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",1933,NA,NA,NA,NA,62.3,49.9,12.5,NA,NA,NA,NA,"MW","0",NA,NA,1,12,"Algeria",2000,2000,2000.33606557377,2000.35519125683,"2000 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",149,NA,NA,NA,NA,59.8,54.7,4.8,NA,NA,NA,NA,"MW","0",NA,NA,0,12,"Algeria",2002,2002,2002.66575342466,2002.91232876712,"2002 MCH","PAPFAM",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",1913,NA,NA,NA,NA,68.9,58.6,10.3,10.8,NA,NA,NA,"MW","0",NA,NA,1,12,"Algeria",2006,2006,2006.22739726027,2006.43835616438,"2006 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",4984,NA,NA,NA,NA,63.53035963,52.7973164,10.73304323,5.7,NA,NA,NA,"MW","0",NA,NA,1,12,"Algeria",2012,2013,2012.80327868852,2013.08219178082,"2012-2013 MICS","MICS",0,"agwm4",0.0225418230770554,0.0534985778494923,NA,0.00582065306636162,0.00446647965338629,0,1
"40-44",1937,NA,NA,NA,NA,6.826198975,4.323252885,2.50294609,NA,NA,NA,NA,"MW","0",NA,NA,0,24,"Angola",2001,2001,2001.24657534247,2001.8301369863,"2001 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",4873,NA,NA,NA,NA,15.4,7.5,7.9,NA,NA,NA,NA,"MW","0",NA,NA,0,24,"Angola",2008,2009,2008.39344262295,2009.49315068493,"2008-2009 IBEP-MICS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",5805,NA,NA,NA,NA,11.1523810292774,9.89016990723451,1.26221112204292,35.9967771468766,NA,NA,NA,"MW","0",NA,NA,0,24,"Angola",2015,2016,2015.83287671233,2016.16120218579,"2015-2016 DHS","DHS",0,"ao71",0.16262636553749,0.518614067990872,0.0941977575280356,0.00891661116558775,0.00108332849561758,0.0130095043784945,1
"40-44",2707,NA,NA,NA,"Data pertain to women exposed to the risk of pregnancy.",62.8,NA,NA,NA,NA,"+",NA,"MW","0",NA,NA,0,28,"Antigua and Barbuda",1981,1981,1981,1981,"1981 CPS","CPS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",6003,NA,NA,"Data pertain to urban centers with 2,000 or more people.",NA,72.3605204914252,68.4822297318505,3.8782907595747,NA,"Data pertain to urban centers with 2,000 or more people.",NA,NA,"MW","0",NA,NA,0,32,"Argentina",2013,2013,2013.32876712329,2013.49315068493,"2013 ENSSyR","National survey",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",1848,NA,NA,NA,NA,58.7288208438618,17.8784884831076,40.8503323607542,21.4594064334658,NA,NA,NA,"MW","0",NA,NA,0,51,"Armenia",2000,2000,2000.74863387978,2000.99726775956,"2000 DHS","DHS",0,"am42",0.11905633489257,0.0927467920711188,0.131290793557227,0.0134142897811964,0.0175521788094251,0.0159771268887539,1
"40-44",1843,NA,NA,NA,NA,55.928571698037,18.2276427948564,37.7009289031806,20.8981306013102,NA,NA,NA,"MW","0",NA,NA,0,51,"Armenia",2005,2005,2005.66575342466,2005.99726027397,"2005 DHS","DHS",0,"am54",0.105642303973295,0.0963062255754136,0.141349236060385,0.0123272035769897,0.0138840005063035,0.0130202201677884,1
"40-44",5046,NA,NA,NA,NA,56.7454975423525,27.1042511972369,29.6412463451156,11.4237834732919,NA,NA,NA,"MW","0",NA,NA,0,51,"Armenia",2010,2010,2010.74794520548,2010.99726027397,"2010 DHS","DHS",0,"am61",0.18303140737072,0.131047601361936,0.143707909912089,0.0314301439513885,0.0209193126221364,0.0127751247621289,1
"40-44",5806,NA,NA,NA,NA,60.9455406980709,26.5532946973945,34.3922460006764,8.51181322861502,NA,NA,NA,"MW","0",NA,NA,0,51,"Armenia",2015,2016,2015.91506849315,2016.32786885246,"2015 DHS","DHS",0,"am72",0.109640078596933,0.111102103010339,0.176436123811545,0.0161594853220353,0.0178613217652823,0.00952213461118161,1
"40-44",5603,NA,NA,NA,NA,71.58,70.21,1.37,NA,NA,NA,NA,"MW","0",NA,NA,1,36,"Australia",2005,2006,2005.64383561644,2006.18630136986,"2005-2006 HILDA","National survey",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",6026,NA,NA,NA,NA,71.19,68.14,3.05,NA,NA,NA,NA,"MW","0",NA,NA,1,36,"Australia",2008,2009,2008.62021857923,2009.15890410959,"2008-2009 HILDA","National survey",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",6002,NA,NA,NA,NA,73.02,70.01,3.01,NA,NA,NA,NA,"MW","0",NA,NA,1,36,"Australia",2011,2012,2011.57260273973,2012.12295081967,"2011-2012 HILDA","National survey",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",7344,NA,NA,NA,NA,70.22,67.37,2.85,NA,NA,NA,NA,"MW","0",NA,NA,1,36,"Australia",2015,2016,2015.5698630137,2016.10109289617,"2015-2016 HILDA","National survey",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",2848,NA,NA,NA,NA,35.6,32.4,3.2,NA,NA,NA,NA,"MW","0",NA,NA,1,40,"Austria",1995,1996,1995.91506849315,1996.41256830601,"1995-1996 FFS","FFS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",6025,NA,"Modern methods include some cases of sterilisation for non-contraceptive reasons.",NA,NA,67.7014474580313,65.1727476875499,2.52869977048135,NA,NA,NA,NA,"MW","0","+",NA,1,40,"Austria",2012,2013,2012.72404371585,2013.4,"2012-2013 GGS","GGS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",1912,NA,NA,NA,NA,53.18066158,15.01272265,38.16793893,NA,NA,NA,NA,"MW","0",NA,NA,1,31,"Azerbaijan",2000,2000,2000.58196721311,2000.65846994536,"2000 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",1670,NA,NA,NA,NA,52.7,10.8,41.9,NA,NA,NA,NA,"MW","0",NA,NA,0,31,"Azerbaijan",2001,2001,2001.24657534247,2001.57808219178,"2001 RHS","RHS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",179,NA,NA,NA,NA,53.7527279199815,11.7381649030658,42.0145630169157,16.5512920012269,NA,NA,NA,"MW","0",NA,NA,0,31,"Azerbaijan",2006,2006,2006.49589041096,2006.91232876712,"2006 DHS","DHS",0,"az52",0.12050257615692,0.0882091678201134,0.109894793771207,0.0109830522012372,0.0184844871618075,0.0124991723173271,1
"40-44",7530,NA,NA,NA,NA,58.9,14,44.9,NA,NA,NA,NA,"MW","0",NA,NA,0,31,"Azerbaijan",2011,2011,2011.58082191781,2011.8301369863,"2011 DHS-NS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",145,NA,NA,"Data pertain to nationals of the country.",NA,51.5,32.8,18.7,NA,"Data pertain to nationals of the country.",NA,NA,"MW","0",NA,NA,0,48,"Bahrain",1989,1989,1989,1989,"1989 CHS","GFHS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",181,NA,NA,"Data pertain to nationals of the country.",NA,63.1,37.6,25.5,NA,"Data pertain to nationals of the country.",NA,NA,"MW","0",NA,NA,0,48,"Bahrain",1995,1995,1995,1995,"1995 FHS","GFHS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",749,NA,NA,NA,NA,8.9,5,4,NA,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",1975,1976,1975,1976,"1975-1976 WFS","WFS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",822,NA,NA,NA,NA,15.9,10.8,5.1,NA,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",1979,1980,1979.66575342466,1980,"1979-1980 CPS","CPS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",653,NA,NA,NA,NA,23.4,NA,NA,NA,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",1981,1981,1981.32876712329,1981.58082191781,"1981 CPS","CPS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",164,NA,NA,NA,NA,19,12.8,6.2,NA,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",1983,1984,1983.74794520548,1984,"1983-1984 CPS","CPS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",801,NA,NA,NA,NA,26.4,17.2,9.2,NA,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",1985,1986,1985.91506849315,1986.24657534247,"1985-1986 CPS","CPS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",828,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",1988,1989,1988.91530054645,1989.24657534247,"1988-1989 FS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",161,NA,NA,NA,NA,34.9,25.5,9.4,NA,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",1989,1989,1989.16164383562,1989.49589041096,"1989 CPS","CPS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",1814,NA,NA,NA,NA,51.8930539980739,38.1588133267988,13.734240671275,15.633173179424,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",1993,1994,1993.83287671233,1994.24383561644,"1993-1994 DHS","DHS",0,"bd31",0.0861020942660298,0.112654616451415,0.127614692365111,0.0160790939398085,0.0105357284758949,0.0122127971719768,1
"40-44",1815,NA,NA,NA,NA,54.6810708351328,42.6525336547686,12.0285371803642,15.6231904806391,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",1996,1997,1996.83333333333,1997.24383561644,"1996-1997 DHS","DHS",0,"bd3a",0.0913289560493354,0.126384922679975,0.135757202942428,0.0183007786976489,0.00983298790608579,0.0128235338115067,1
"40-44",1816,NA,NA,NA,NA,61.8522045363893,43.5251471444886,18.3270573919007,15.2015845566797,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",1999,2000,1999.83287671233,2000.24590163934,"1999-2000 DHS","DHS",0,"bd41",0.0837343791427518,0.101515943828423,0.119098648091051,0.0145732972701754,0.00960698600662598,0.0101093185934369,1
"40-44",5047,NA,NA,NA,NA,53.7,42.4,11.3,NA,NA,NA,NA,"MW","0",NA,NA,1,50,"Bangladesh",2001,2001,2001,2001.49315068493,"2001 DHS Special","National survey",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",1813,NA,NA,NA,NA,64.7433142537019,43.8675436522497,20.8757706014523,10.8827500061904,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",2004,2004,2004,2004.41256830601,"2004 DHS","DHS",0,"bd4j",0.0840711714632461,0.0956544916765174,0.124253338925537,0.019037833418863,0.0145975879866477,0.0106041602594464,1
"40-44",1840,NA,NA,NA,NA,55.2793769790165,40.2429190285139,15.0364579505026,16.128594843322,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",2007,2007,2007.16164383562,2007.66301369863,"2007 DHS","DHS",0,"bd50",0.0856913129439145,0.0984584957575645,0.113021545951393,0.0182550980126474,0.0113824264601768,0.0126984309551257,1
"40-44",5048,NA,NA,NA,NA,63.64796028303,45.9805073348509,17.6674529481791,10.3196527257175,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",2011,2011,2011.49589041096,2011.99726027397,"2011 DHS","DHS",0,"bd62",0.0608621450918646,0.0767158480907822,0.0969788811023252,0.0101746156844859,0.00739130799207953,0.00636123188043504,1
"40-44",5595,NA,NA,NA,NA,58.85540711,54.15376576,4.701641343,15.29928498,NA,NA,NA,"MW","0",NA,NA,1,50,"Bangladesh",2012,2013,2012.91530054645,2013.32602739726,"2012-2013 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",5787,NA,NA,NA,NA,60.8555712285549,45.2229475559881,15.6326236725667,8.6335618020786,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",2014,2014,2014.41369863014,2014.91232876712,"2014 DHS","DHS",0,"bd72",0.0706808842169087,0.088571031994739,0.10600629657855,0.0149269505543818,0.0102109085316452,0.00717639063282336,1
"40-44",7618,NA,NA,NA,NA,59.5,45.9,13.4,NA,NA,NA,NA,"MW","0",NA,NA,1,50,"Bangladesh",2016,2016,2016.6393442623,2017.1095890411,"2016 BMMS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",7475,NA,NA,NA,NA,66.2247860734967,45.983622555858,20.2411635176387,7.87912336679816,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",2017,2018,2017.74794520548,2018.24383561644,"2017-2018 DHS","DHS",0,"bd7r",0.0577766727453599,0.0661471290561347,0.102839131192016,0.0101927949905921,0.00780528289691657,0.00565990232251134,1
"40-44",7575,NA,NA,NA,NA,65.1420423446284,58.5427977535773,6.59924459105104,13.6373408239161,NA,NA,NA,"MW","0",NA,NA,1,50,"Bangladesh",2019,2019,2019.04931506849,2019.41369863014,"2019 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",108,NA,NA,NA,NA,33.6,NA,NA,NA,NA,NA,NA,"MW","0",NA,NA,0,52,"Barbados",1980,1981,1980,1981,"1980-1981 CPS","CPS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",2778,NA,NA,NA,NA,46,46.046,0,NA,NA,NA,NA,"MW","0",NA,NA,0,52,"Barbados",1988,1988,1988,1988,"1988 CCPS","CCPS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",4986,NA,NA,NA,NA,55.05032004,51.59371679,3.456603255,19.9,NA,NA,NA,"MW","0",NA,NA,1,52,"Barbados",2012,2012,2012.3306010929,2012.8306010929,"2012 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",666,NA,NA,NA,NA,76.98531362,56.66482451,20.32048911,NA,NA,NA,NA,"MW","0",NA,NA,1,112,"Belarus",2005,2005,2005.83287671233,2005.99726027397,"2005 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",4987,NA,NA,NA,NA,67.74867318,55.53217077,12.21650241,4.2,NA,NA,NA,"MW","0",NA,NA,1,112,"Belarus",2012,2012,2012.23770491803,2012.5,"2012 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",7498,NA,"Modern methods include some cases of sterilisation for non-contraceptive reasons.",NA,NA,77.72,61.53,16.19,NA,NA,NA,NA,"MW","0","+",NA,1,112,"Belarus",2017,2017,2017,2017.91232876712,"2017 GGS","GGS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",4955,NA,"Modern methods include some cases of sterilisation for non-contraceptive reasons.","Data pertain to the Flemish population only.",NA,79,12.64,66.36,NA,"Data pertain to the Flemish population only.",NA,NA,"MW","0","+",NA,0,56,"Belgium",1966,1966,1966,1966,"1966 SFD","National survey",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",4956,NA,"Modern methods include some cases of sterilisation for non-contraceptive reasons.","Data pertain to the Flemish population only.",NA,91,39.13,51.87,NA,"Data pertain to the Flemish population only.",NA,NA,"MW","0","+",NA,0,56,"Belgium",1975,1976,1975,1976,"1975-1976 SFD","National survey",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",2725,NA,"Modern methods include some cases of sterilisation for non-contraceptive reasons.","Data pertain to the Flemish population only.",NA,89,60.52,28.48,NA,"Data pertain to the Flemish population only.",NA,NA,"MW","0","+",NA,0,56,"Belgium",1982,1983,1982,1983,"1982-1983 SFD","National survey",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",5427,NA,"Modern methods include some cases of sterilisation for non-contraceptive reasons.",NA,"Data pertain to women with co-resident male partner.",79.1,78.4,0.7,NA,NA,NA,NA,"MW","0","+",NA,1,56,"Belgium",2008,2010,2008.08469945355,2010.41095890411,"2008-2010 GGS","GGS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",779,NA,NA,NA,"Including visiting unions.",56.3,52.85,3.25,NA,NA,NA,"+-","MW","0",NA,NA,0,84,"Belize",1991,1991,1991.03835616438,1991.13424657534,"1991 FHS","RHS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",154,NA,NA,NA,NA,57.7,NA,NA,NA,NA,NA,NA,"MW","0",NA,NA,0,84,"Belize",1999,1999,1999.82739726027,1999.95068493151,"1999 FHS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",4988,NA,NA,NA,NA,63.00354557,57.22281371,5.780731859,9.7,NA,NA,NA,"MW","0",NA,NA,1,84,"Belize",2011,2011,2011.44657534247,2011.59178082192,"2011 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",5761,NA,NA,NA,NA,55.38488189,52.30887338,3.076008511,13.53344238,NA,NA,NA,"MW","0",NA,NA,0,84,"Belize",2015,2016,2015.79726027397,2016.08196721311,"2015-2016 MICS","MICS",0,"bzwm5",0.0458370815157719,0.141238161139909,0.0669913038367147,0.0112020254900316,0.00390209612837896,0.0097817467560582,1
"40-44",1780,NA,NA,NA,NA,16.7302053331508,5.35695724382876,11.3732480893221,30.9991096257009,NA,NA,NA,"MW","0",NA,NA,0,204,"Benin",1996,1996,1996.41530054645,1996.66393442623,"1996 DHS","DHS",0,"bj38",0.215511110269772,0.147336482192588,0.105895998839843,0.00870546205532872,0.012192531818498,0.0160463563390054,1
"40-44",1761,NA,NA,NA,NA,19.048774578422,8.79893876162692,10.2498358167951,33.2223709886315,NA,NA,NA,"MW","0",NA,NA,0,204,"Benin",2001,2001,2001.58082191781,2001.91232876712,"2001 DHS","DHS",0,"bj41",0.165756450367871,0.153400002036712,0.108015891261411,0.0067048434642519,0.00632071595377911,0.0122666818913081,1
"40-44",694,NA,NA,NA,NA,19.9542478159833,8.92078113204817,11.0334666839351,28.7487498075232,NA,NA,NA,"MW","0",NA,NA,0,204,"Benin",2006,2006,2006.58082191781,2006.91232876712,"2006 DHS","DHS",0,"bj51",0.101532740288044,0.100591773107731,0.0652036801344008,0.00288612688342322,0.00464414600857583,0.00529234072104162,1
"40-44",4493,NA,NA,NA,NA,15.963042295029,9.3654616000685,6.59758069496054,29.5679344791249,NA,NA,NA,"MW","0",NA,NA,0,204,"Benin",2011,2012,2011.91506849315,2012.24590163934,"2011-2012 DHS","DHS",0,"bj61",0.101250702076284,0.128968714281315,0.0634565382071633,0.00348917636712734,0.0027365915672463,0.00516765149000632,1
"40-44",5665,NA,NA,NA,NA,19.92667756,13.74858394,6.178093618,24.91035247,NA,NA,NA,"MW","0",NA,NA,1,204,"Benin",2014,2014,2014.32876712329,2014.32876712329,"2014 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",6055,NA,NA,NA,NA,18.2898651696521,14.0083665855124,4.28149858413969,30.6618381720166,NA,NA,NA,"MW","0",NA,NA,0,204,"Benin",2017,2018,2017.84657534247,2018.15890410959,"2017-2018 DHS","DHS",0,"bj71",0.0914588685131652,0.158649137014652,0.0795274556054914,0.00497656966445788,0.00367948429178826,0.00684749705123727,1
"40-44",4989,NA,NA,NA,NA,70.92932367,70.59985847,0.329465203,7.1,NA,NA,NA,"MW","0",NA,NA,1,64,"Bhutan",2010,2010,2010.24657534247,2010.64383561644,"2010 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",1768,NA,NA,NA,NA,28.0902309122966,13.0527835364165,15.0374473758801,NA,NA,NA,NA,"MW","0",NA,NA,0,68,"Bolivia (Plurinational State of)",1989,1989,1989.16164383562,1989.57808219178,"1989 DHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",1769,NA,NA,NA,NA,46.3345245763851,18.7341971351538,27.6003274412313,27.675827900668,NA,NA,NA,"MW","0",NA,NA,0,68,"Bolivia (Plurinational State of)",1993,1994,1993.83287671233,1994.41095890411,"1994 DHS","DHS",0,"bo33",0.114845925370458,0.0923521196993067,0.111746985106978,0.00827655357635019,0.0123793822912173,0.0113829548368412,1
"40-44",1766,NA,NA,NA,NA,51.5464853174647,26.3492674692452,25.1972178482195,22.070952042589,NA,NA,NA,"MW","0",NA,NA,0,68,"Bolivia (Plurinational State of)",1998,1998,1998.16164383562,1998.74520547945,"1998 DHS","DHS",0,"bo3b",0.0865283224189949,0.0941154248879339,0.106447370018841,0.0081308538599526,0.00597867060499782,0.00942356099015377,1
"40-44",1930,NA,NA,NA,NA,56.18862878,26.34257244,29.84605633,NA,NA,NA,NA,"MW","0",NA,NA,0,68,"Bolivia (Plurinational State of)",2000,2000,2000.62021857923,2000.87158469945,"2000 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",1844,NA,NA,NA,NA,58.4328099628384,34.6814830942331,23.7513268686053,19.896118507023,NA,NA,NA,"MW","0",NA,NA,0,68,"Bolivia (Plurinational State of)",2003,2004,2003.58082191781,2004.08196721311,"2003 DHS","DHS",0,"bo41",0.0753997451390546,0.108416511592595,0.111035230138619,0.0173283524915546,0.0191607900414571,0.0132066409617589,1
"40-44",4492,NA,NA,NA,NA,65.3089269403128,32.3367501573765,32.9721767829363,15.677934852128,NA,NA,NA,"MW","0",NA,NA,0,68,"Bolivia (Plurinational State of)",2008,2008,2008.08469945355,2008.49453551913,"2008 DHS","DHS",0,"bo51",0.0849698006718642,0.0822917877914145,0.105234055091993,0.0162437043481639,0.0158893594167656,0.0118977824648861,1
"40-44",7485,NA,NA,NA,NA,66.2,40.8,25.4,NA,NA,NA,NA,"MW","0",NA,NA,0,68,"Bolivia (Plurinational State of)",2016,2016,2016.33606557377,2016.74590163934,"2016 DHS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",2894,NA,NA,NA,NA,49.26739927,16.20879121,33.05860806,NA,NA,NA,NA,"MW","0",NA,NA,1,70,"Bosnia and Herzegovina",2000,2000,2000.63387978142,2000.80054644809,"2000 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",2296,NA,NA,NA,NA,42.38798986,14.44102473,27.94696513,NA,NA,NA,NA,"MW","0",NA,NA,1,70,"Bosnia and Herzegovina",2006,2006,2006.36712328767,2006.52054794521,"2006 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",4990,NA,NA,NA,NA,50.83700838,12.52280741,38.31420097,3.2,NA,NA,NA,"MW","0",NA,NA,0,70,"Bosnia and Herzegovina",2011,2012,2011.83287671233,2012.24590163934,"2011-2012 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
