In.union,Country,ISO.code,Age..range,Catalog.ID,Source.name,Data.series.type,Note.on.data,Note.on.methods,Note.on.country,Note.on.population,Contraceptive.use.ANY,Contraceptive.use.MODERN,Contraceptive.use.TRADITIONAL,Unmet,GEO.biases..unknown.direction.,Non.pregnant.and.other.positive.biases,Negative.bias,Population.type,age.cat.bias,Modern.method.bias,Folk.method.positive.bias,Absence.of.probing.questions.bias...1,Start.year,End.year,EXCLUDE1isyes,Start.year_Year,End.year_Year,X.NA.,SE.logR.modern.nouse,SE.logR.trad.nouse,SE.logR.unmet.noneed,SE.modern,SE.trad,SE.unmet
0,Bosnia and Herzegovina,70,15-19,2296,Bosnia and Herzegovina 2006 Multiple Indicator Cluster Survey,MICS microdata,NA,NA,NA,NA,2.878729245,2.44453044,0.434198805,NA,NA,NA,NA,UW,0,NA,NA,1,2006.367065,2006.520508,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Botswana,72,15-19,1803,Botswana 1988 Demographic and Health Survey,DHS,Estimated from data reported for all women and married/in-union women.,NA,NA,NA,14.54711212,14.28165345,0.265458664,NA,NA,NA,NA,UW,0,NA,NA,0,1988.583618,1989,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Brazil,76,15-19,1869,Brazil 1986 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,1.617860121,1.031785705,0.586074416,NA,NA,NA,NA,UW,0,NA,NA,0,1986.328735,1986.662964,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Belize,84,15-19,4988,Belize 2011 Multiple Indicator Cluster Survey,MICS microdata,NA,NA,NA,NA,7.76033914,6.909738512,0.850600628,NA,NA,NA,NA,UW,0,NA,NA,1,2011.446533,2011.591797,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Solomon Islands,90,15-19,2953,Solomon Islands 2006-2007 Demographic and Health Survey,National survey,Estimated from data reported for all women and married/in-union women.,Traditional methods include folk methods.,NA,NA,5.439933444,4.14109817,1.298835275,NA,NA,NA,NA,UW,0,NA,Including folk methods.,0,2006.769897,2007.32605,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Bulgaria,100,15-19,2851,Bulgaria 1995 Women in the Transition Survey,National survey,NA,NA,NA,NA,30.3,16.3,14,NA,NA,NA,NA,UW,0,NA,NA,0,1995,1996,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Myanmar,104,15-19,6084,Myanmar 2015-2016 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,0,0,0,0.025361114,NA,NA,NA,UW,0,NA,NA,0,2015.931519,2016.515015,0,NA,NA,NA,NA,NA,1.000674758,0,0,8.51E-05
0,Burundi,108,15-19,1716,Burundi 1987 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,0.31373445,0.10457815,0.2091563,NA,NA,NA,NA,UW,0,NA,NA,0,1987.161621,1987.578125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Belarus,112,15-19,666,Belarus 2005 Multiple Indicator Cluster Survey,MICS microdata,NA,NA,NA,NA,13.00336663,13.00336663,0,NA,NA,NA,NA,UW,0,NA,NA,1,2005.832886,2005.997314,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Cambodia,116,15-19,172,Cambodia 1998 National Health Survey,National survey,Estimated from data reported for all women and married/in-union women.,Traditional methods include folk methods.,NA,NA,1.105536913,0.603020134,0.502516779,NA,NA,NA,NA,UW,0,NA,Including folk methods.,0,1998.328735,1998.578125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Cameroon,120,15-19,1798,Cameroon 1991 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,26.30899414,1.215274941,25.0937192,3.771753004,NA,NA,NA,UW,0,NA,NA,0,1991.246582,1991.745239,0,NA,NA,NA,0.300409962,0.120997372,0.261902586,0.003015894,0.021385798,0.008974916
0,Cabo Verde,132,15-19,155,Cape Verde 1998 Demographic and Reproductive Health Survey,RHS,Estimated from data reported for all women and married/in-union women.,NA,NA,NA,12.59954874,11.01597473,1.583574007,NA,NA,NA,NA,UW,0,NA,NA,0,1998.161621,1998.662964,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Central African Republic,140,15-19,1732,Central African Republic 1994-1995 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,7.902518228,2.389032677,5.513485551,7.600903252,NA,NA,NA,UW,0,NA,NA,0,1994.665771,1995.243896,0,NA,NA,NA,0.223961033,0.185222268,0.133880071,0.003539373,0.007051245,0.008603022
0,Chad,148,15-19,1675,Chad 1996-1997 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,1.806248954,0.843119028,0.963129927,3.338064544,NA,NA,NA,UW,0,NA,NA,0,1996.917847,1997.578125,0,NA,NA,NA,0.272653843,0.310575187,0.18952759,0.002198521,0.002949697,0.005762986
0,Chile,152,15-19,7494,Chile 2015-2016 Encuesta Nacional de Calidad de Vida y Salud,National survey,NA,NA,NA,NA,30.41023253,30.01549686,0.394735665,NA,NA,NA,NA,UW,0,NA,NA,0,2015.832886,2016.082153,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Colombia,170,15-19,1712,Colombia 1986 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,1.5078862,1.231978916,0.275907284,NA,NA,NA,NA,UW,0,NA,NA,0,1986.665771,1986.997314,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Comoros,174,15-19,1707,Comoros 1996 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,2.242744063,1.715039578,0.527704485,1.978891821,NA,NA,NA,UW,0,NA,NA,0,1996.164429,1996.413696,0,NA,NA,NA,0.310530611,0.492519707,0.240314479,0.005232859,0.002584405,0.004656723
0,Congo,178,15-19,1709,Congo 2005 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,38.60603318,10.41479125,28.19124193,8.825016659,NA,NA,NA,UW,0,NA,NA,0,2005.49585,2005.912354,0,NA,NA,NA,0.128722993,0.080230598,0.118483937,0.011672634,0.015761591,0.009166909
0,Democratic Republic of the Congo,180,15-19,1935,Democratic Republic of the Congo 2001 Multiple Indicator Cluster Survey,MICS microdata,NA,NA,NA,NA,14.79859811,3.764170386,11.03442773,NA,NA,NA,NA,UW,0,NA,NA,1,2001.284912,2001.786255,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Costa Rica,188,15-19,5275,Costa Rica 2010 Encuesta Nacional de Salud Sexual y Reproductiva,National survey,NA,NA,NA,NA,50.2,NA,NA,NA,NA,NA,NA,UW,0,NA,NA,0,2010.413696,2010.830078,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Cuba,192,15-19,4994,Cuba 2010-2011 Multiple Indicator Cluster Survey,MICS microdata,NA,NA,NA,NA,50.38785368,50.32515681,0.062696874,NA,NA,NA,NA,UW,0,NA,NA,1,2010.832886,2011.32605,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Czechia,203,18-19,5455,Czech Republic 2005 Generations and Gender Survey,GGS,Contraceptive use questions were asked only among women with a partner.,Modern methods include some cases of sterilisation for non-contraceptive reasons.,NA,NA,25,24.6,0.4,NA,NA,NA,NA,PW,+,NA,NA,0,2005,2006,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Benin,204,15-19,1780,Benin 1996 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,11.62715273,2.006005003,9.621147723,5.819604685,NA,NA,NA,UW,0,NA,NA,0,1996.416382,1996.665771,0,NA,NA,NA,0.259125776,0.166246683,0.1741404,0.004662775,0.014094391,0.008364238
0,Dominican Republic,214,15-19,1711,Dominican Republic 1986 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,0.918358358,0.651879683,0.266478675,NA,NA,NA,NA,UW,0,NA,NA,0,1986.665771,1986.997314,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Ecuador,218,15-19,1683,Ecuador 1987 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,0.348837209,0.348837209,0,NA,NA,NA,NA,UW,0,NA,NA,0,1987,1987.243896,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,El Salvador,222,15-19,1672,El Salvador 1985 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,0.638666637,0.638666637,0,NA,NA,NA,NA,UW,0,NA,NA,0,1985.328735,1985.578125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Equatorial Guinea,226,15-19,5052,Equatorial Guinea 2011 Demographic and Health Survey,DHS,Estimated from data reported for all women and married/in-union women.,NA,NA,NA,14.49359431,12.07793594,2.415658363,NA,NA,NA,NA,UW,0,NA,NA,0,2011.49585,2011.912354,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Ethiopia,231,15-19,1694,Ethiopia 2000 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,0.775546182,0.745041901,0.030504281,1.085240723,NA,NA,NA,UW,0,NA,NA,0,2000.084961,2000.413696,0,NA,NA,NA,0.390846897,0.529755173,0.272506954,0.002080292,0.000113452,0.002399267
0,Eritrea,232,15-19,1835,Eritrea 1995 Demographic and Health Survey,DHS,Estimated from data reported for all women and married/in-union women.,NA,NA,NA,0.19266055,0.156094364,0.036566186,0.027391874,NA,NA,NA,UW,0,NA,NA,0,1995.665771,1996.082153,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,France,250,18-19,5430,France 2005 Generations and Gender Survey,GGS,Contraceptive use questions were asked only among women with a partner.,Modern methods include some cases of sterilisation for non-contraceptive reasons.,NA,NA,37.6,37.6,0,NA,NA,NA,NA,PW,+,NA,NA,0,2005.734253,2005.920532,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Gabon,266,15-19,1737,Gabon 2000 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,31.67352873,12.63544756,19.03808116,13.22481181,NA,NA,NA,UW,0,NA,NA,0,2000.498657,2001.082153,0,NA,NA,NA,0.119122443,0.084029021,0.119497914,0.012676441,0.012347871,0.012843302
0,Gambia,270,15-19,2797,Gambia 1990 Contraceptive Prevalence and Fertility Determinants Survey,National survey,Estimated from data reported for all women and married/in-union women.,Traditional methods include folk methods.,NA,NA,2.426333333,0.889,1.537333333,NA,NA,NA,NA,UW,0,NA,Including folk methods.,0,1990,1991,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Germany,276,18-19,5434,Germany 2005 Generations and Gender Survey,GGS,Contraceptive use questions were asked only among women with a partner.,Modern methods include some cases of sterilisation for non-contraceptive reasons.,NA,NA,24.5,24.5,0,NA,NA,NA,NA,PW,+,NA,NA,0,2005.142456,2005.358887,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Ghana,288,15-19,1753,Ghana 1988 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,6.083086053,1.038575668,5.044510386,NA,NA,NA,NA,UW,0,NA,NA,0,1988.084961,1988.49585,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Kiribati,296,15-19,5444,Kiribati 2009 Demographic and Health Survey,National survey,Estimated from data reported for all women and married/in-union women.,NA,NA,NA,0.74911032,0.71316726,0.03594306,NA,NA,NA,NA,UW,0,NA,NA,0,2009.71228,2009.96167,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Guatemala,320,15-19,1763,Guatemala 1987 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,0.110741971,0.110741971,0,NA,NA,NA,NA,UW,0,NA,NA,0,1987.665771,1987.997314,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Guinea,324,15-19,1738,Guinea 1992 Demographic and Health Survey,DHS,Estimated from data reported for all women and married/in-union women.,NA,NA,NA,1.282142857,0.641071429,0.641071429,NA,NA,NA,NA,UW,0,NA,NA,0,1992.331543,1992.580811,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Guyana,328,15-19,1893,Guyana 2006 Multiple Indicator Cluster Survey,MICS microdata,NA,NA,NA,NA,4.824412067,4.599751183,0.224660883,NA,NA,NA,NA,UW,0,NA,NA,1,2006.243896,2007.03833,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Haiti,332,15-19,1764,Haiti 1994-1995 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,2.369545974,1.234474822,1.135071152,NA,NA,NA,NA,UW,0,NA,NA,0,1994.49585,1995.082153,0,NA,NA,NA,0.314132434,0.30640591,NA,0.003695917,0.003437886,0
0,Honduras,340,15-19,1788,Honduras 2005-2006 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,2.741639445,2.373958678,0.367680766,2.764714834,NA,NA,NA,UW,0,NA,NA,0,2005.747925,2006.411011,0,NA,NA,NA,0.133700107,0.331196327,0.110846404,0.00246808,0.000631914,0.002288687
0,India,356,15-19,1792,India 2005-2006 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,0.08690353,0.05523481,0.03166872,NA,NA,NA,NA,UW,0,NA,NA,0,2005.832886,2006.662964,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Indonesia,360,15-19,5458,Indonesia 2012 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,0.158235776,0.129206366,0.02902941,0.147847764,NA,NA,NA,UW,0,NA,NA,0,2012.331543,2012.580811,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Cote d'Ivoire,384,15-19,1779,Cote dIvoire 1994 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,22.10348574,6.155639011,15.94784673,NA,NA,NA,NA,UW,0,NA,NA,0,1994.413696,1994.912354,0,NA,NA,NA,0.126283841,0.093163817,NA,0.007120852,0.01231015,0
0,Jamaica,388,15-19,2922,Jamaica 2002-2003 Reproductive and Health Survey,RHS,Estimated from data reported for all women and married/in-union women.,NA,NA,NA,6.237060703,6.2,0.037060703,NA,NA,NA,NA,UW,0,NA,NA,0,2002,2004,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Kazakhstan,398,15-19,1826,Kazakhstan 1995 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,3.739980989,3.333160683,0.406820307,0.840269625,NA,NA,NA,UW,0,NA,NA,0,1995.328735,1995.745239,0,NA,NA,NA,0.36446819,0.831488357,0.524867151,0.008137426,0.000812386,0.001434719
0,Kenya,404,15-19,2743,Kenya 1984 Contraceptive Prevalence Survey,CPS,Estimated from data reported for all women and married/in-union women.,NA,NA,NA,6.131229479,0.703155782,5.428073697,NA,NA,NA,NA,UW,0,NA,NA,0,1984,1985,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Kyrgyzstan,417,15-19,1782,Kyrgyzstan 1997 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,0.393089301,0.393089301,0,NA,NA,NA,NA,UW,0,NA,NA,0,1997.580811,1997.912354,0,NA,NA,NA,0.707637465,NA,0.995488567,0.001928308,0,0.000344743
0,Lao People's Democratic Republic,418,15-19,5062,Lao People's Democratic Republic 2011-2012 Social Indicator Survey (MICS/DHS),MICS microdata,NA,NA,NA,NA,0.113909316,0.113909316,0,1.618069454,NA,NA,NA,UW,0,NA,NA,1,2011.665771,2012.161621,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Lesotho,426,15-19,1920,Lesotho 2000 Multiple Indicator Cluster Survey,MICS microdata,NA,NA,NA,NA,4.573438874,4.573438874,0,NA,NA,NA,NA,UW,0,NA,NA,1,2000.164429,2000.413696,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Liberia,430,15-19,1802,Liberia 1986 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,6.723250659,5.035403841,1.687846818,NA,NA,NA,NA,UW,0,NA,NA,0,1986.084961,1986.578125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Lithuania,440,18-19,5438,Lithuania 2006 Generations and Gender Survey,GGS,Contraceptive use questions were asked only among women with a partner.,Modern methods include some cases of sterilisation for non-contraceptive reasons.,NA,NA,9.7,9.7,0,NA,NA,NA,NA,PW,+,NA,NA,0,2006.246582,2006.994507,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Madagascar,450,15-19,1708,Madagascar 1992 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,5.586479741,0.358584865,5.227894876,NA,NA,NA,NA,UW,0,NA,NA,0,1992.331543,1992.915039,0,NA,NA,NA,0.433511434,0.156305872,NA,0.001548752,0.007691106,0
0,Malawi,454,15-19,1834,Malawi 1992 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,1.331336901,0.870773654,0.460563247,5.197924117,NA,NA,NA,UW,0,NA,NA,0,1992.668457,1992.915039,0,NA,NA,NA,0.482994176,0.661596829,0.21526773,0.003080689,0.002103667,0.009541171
0,Mali,466,15-19,1784,Mali 1987 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,2.687477263,0.385863689,2.301613574,NA,NA,NA,NA,UW,0,NA,NA,0,1987.161621,1987.662964,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Mexico,484,15-19,1733,Mexico 1987 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,0.591525444,0.455819571,0.135705874,NA,NA,NA,NA,UW,0,NA,NA,0,1987.084961,1987.411011,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Mongolia,496,15-19,675,Mongolia 1998 Reproductive Health Survey,National survey,Estimated from data reported for all women and married/in-union women.,NA,NA,NA,2.497643098,0.90513468,1.592508418,NA,NA,NA,NA,UW,0,NA,NA,0,1998,1999,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Republic of Moldova,498,15-19,1820,Moldova 2005 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,6.57016363,4.748059211,1.822104419,1.311107413,NA,NA,NA,UW,0,NA,NA,0,2005.413696,2005.662964,0,NA,NA,NA,0.145244806,0.223187628,0.245924796,0.004544511,0.002615101,0.002057497
0,Montenegro,499,15-19,2456,Montenegro 2005-2006 Multiple Indicator Cluster Survey,MICS microdata,NA,NA,NA,NA,4.865558881,2.066727234,2.798831647,NA,NA,NA,NA,UW,0,NA,NA,1,2005.747925,2006.082153,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Mozambique,508,15-19,1767,Mozambique 1997 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,2.5170767,1.83336065,0.68371605,17.66272909,NA,NA,NA,UW,0,NA,NA,0,1997.161621,1997.578125,0,NA,NA,NA,0.27936887,0.389719359,0.181640529,0.002797031,0.002495434,0.009288381
0,Namibia,516,15-19,1799,Namibia 1992 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,10.02865301,9.304594644,0.724058361,6.213226643,NA,NA,NA,UW,0,NA,NA,0,1992.498657,1992.915039,0,NA,NA,NA,0.126609569,0.372766921,0.115220349,0.010693349,0.002682908,0.006647713
0,Nepal,524,15-19,1851,Nepal 2006 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,0.095932823,0.055342921,0.040589903,NA,NA,NA,NA,UW,0,NA,NA,0,2006.084961,2006.662964,0,NA,NA,NA,1.002480921,1.001602222,NA,0.000554624,0.000406479,0
0,Netherlands,528,18-19,2728,Netherlands 1982 Birth Control Survey,National survey,Estimated from data for single women and women with non-cohabiting partner.,NA,NA,NA,48.648,46.648,2,NA,NA,NA,NA,UW,+,NA,NA,0,1982,1983,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Vanuatu,548,15-19,2476,Vanuatu 2007 Multiple Indicator Cluster Survey,MICS microdata,NA,NA,NA,NA,1.983714661,1.983714661,0,NA,NA,NA,NA,UW,0,NA,NA,1,2007.832886,2007.967163,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Nicaragua,558,15-19,1775,Nicaragua 1997-1998 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,1.512737495,1.455680891,0.057056604,2.887787582,NA,NA,NA,UW,0,NA,NA,0,1997.915039,1998.411011,0,NA,NA,NA,0.188464578,0.76303091,0.143506542,0.002266183,0.000403011,0.003575601
0,Niger,562,15-19,1731,Niger 1992 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,1.412620051,0.524825774,0.887794278,NA,NA,NA,NA,UW,0,NA,NA,0,1992.164429,1992.49585,0,NA,NA,NA,0.424813195,0.444128232,NA,0.002218757,0.003907724,0
0,Nigeria,566,15-19,1742,Nigeria 1990 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,8.568184137,2.722141781,5.846042356,0.657813325,NA,NA,NA,UW,0,NA,NA,0,1990.246582,1990.830078,0,NA,NA,NA,0.190920868,0.196687265,0.3448399,0.003750262,0.008982515,0.001184906
0,Marshall Islands,584,15-19,3259,Marshall Islands 2007 Demographic Health Survey (national),National survey,Estimated from data reported for all women and married/in-union women.,Traditional methods include folk methods.,NA,NA,5.927385892,5.391649341,0.535736551,0.7,NA,NA,NA,UW,0,NA,Including folk methods.,0,2007.104126,2007.430176,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Panama,591,15-19,5023,Panama 2013 Multiple Indicator Cluster Survey,MICS microdata,NA,NA,NA,NA,9.748776395,8.988581877,0.760194517,6.705668335,NA,NA,NA,UW,0,NA,NA,1,2013,2014,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Papua New Guinea,598,15-19,670,Papua New Guinea 1996 Demographic and Health Survey (national),National survey,Estimated from data reported for all women and married/in-union women.,NA,NA,NA,0.744475524,0.101678322,0.642797203,NA,NA,NA,NA,UW,0,NA,NA,0,1996.479492,1997.588989,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Paraguay,600,15-19,1686,Paraguay 1990 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,1.717450148,0.964559813,0.752890335,0.828135753,NA,NA,NA,UW,0,NA,NA,0,1990.328735,1990.662964,0,NA,NA,NA,0.313921677,0.395653592,0.326444546,0.002999881,0.002957282,0.002677097
0,Peru,604,15-19,1771,Peru 1986 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,0.515995872,0.103199174,0.412796698,NA,NA,NA,NA,UW,0,NA,NA,0,1986.665771,1986.997314,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Philippines,608,15-19,1836,Philippines 1993 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,0,0,0,0.076047968,NA,NA,NA,UW,0,NA,NA,0,1993.161621,1993.411011,0,NA,NA,NA,NA,NA,0.738709338,0,0,0.000497551
0,Poland,616,18-19,7427,Poland 2010-2011 Generations and Gender Survey,GGS,NA,Modern methods exclude female and male sterilisation.,NA,NA,7.2,7.2,0,NA,NA,NA,NA,UW,+,NA,NA,0,2010.800049,2011.158936,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Guinea-Bissau,624,15-19,1895,Guinea-Bissau 2000 Multiple Indicator Cluster Survey,MICS microdata,NA,NA,NA,NA,6.427747094,4.075413725,2.352333369,NA,NA,NA,NA,UW,0,NA,NA,1,2000.273926,2000.397217,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Timor-Leste,626,15-19,4948,Timor-Leste 2009-2010 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,0.031184346,0.031184346,0,0.140324232,NA,NA,NA,UW,0,NA,NA,0,2009.580811,2010.158936,0,NA,NA,NA,1.001138872,NA,0.577787882,0.00031209,0,0.000809304
0,Russian Federation,643,18-19,4974,"Russian Federation 2004 Parents and Children, Men and Women in Family and Society",GGS,Contraceptive use questions were asked only among women with a partner.,Modern methods include some cases of sterilisation for non-contraceptive reasons.,NA,NA,2,2,0,NA,NA,NA,NA,PW,+,NA,NA,0,2004,2005,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Rwanda,646,15-19,1854,Rwanda 1992 Demographic and Health Survey,DHS microdata,NA,NA,NA,NA,0.693518806,0.412467268,0.281051538,1.680235869,NA,NA,NA,UW,0,NA,NA,0,1992.416382,1992.832886,0,NA,NA,NA,0.386480767,0.529446237,0.235524041,0.001587241,0.001483481,0.003839226
0,Saint Lucia,662,15-19,5027,Saint Lucia 2012 Multiple Indicator Cluster Survey,MICS microdata,NA,NA,NA,NA,16.4931091,15.02465783,1.468451274,NA,NA,NA,NA,UW,0,NA,NA,1,2011,2013,0,NA,NA,NA,0.241763449,0.719885833,0.284161106,0.026344285,0.010303462,0.019906515
