"Age..range","Catalog.ID","Note.on.data","Note.on.methods","Note.on.country","Note.on.population","Contraceptive.use.ANY","Contraceptive.use.MODERN","Contraceptive.use.TRADITIONAL","Unmet","GEO.biases..unknown.direction.","Non.pregnant.and.other.positive.biases","Negative.bias","Population.type","age.cat.bias","Modern.method.bias","Folk.method.positive.bias","Absence.of.probing.questions.bias...1","ISO.code","Country","Start.year_Year","End.year_Year","Start.year","End.year","Source.name","Data.series.type","EXCLUDE1isyes","SurveyID","SE.logR.modern.nouse","SE.logR.trad.nouse","SE.logR.unmet.noneed","SE.modern","SE.trad","SE.unmet","In.union"
"25-29",4950,NA,NA,NA,NA,25.3519719262629,21.5231241181031,3.82884780815984,33.6420342733301,NA,NA,NA,"MW","0",NA,NA,0,108,"Burundi",2010,2011,2010.58082191781,2011.08219178082,"2010 DHS","DHS",0,"bu61",0.081136804057688,0.154063739841278,0.0723901322281234,0.00546384450724896,0.00156564215149616,0.00463501420535622,1
"25-29",6056,NA,NA,NA,NA,30.3387067362101,24.6440894782919,5.69461725791818,27.1732387180214,NA,NA,NA,"MW","0",NA,NA,0,108,"Burundi",2016,2017,2016.74863387978,2017.15890410959,"2016 DHS","DHS",0,"bu71",0.0573941423075502,0.113016591517195,0.0562991720620683,0.00579127105753675,0.00321914217809591,0.00556243904351911,1
"25-29",6056,NA,NA,NA,NA,7.05885703515387,6.76682799637539,0.292029038778482,6.12760103829278,NA,NA,NA,"UW","0",NA,NA,0,108,"Burundi",2016,2017,2016.74863387978,2017.15890410959,"2016 DHS","DHS",0,"bu71",0.174584800413825,0.712849684988647,0.161994525997,0.00371439244579507,0.000371870582336363,0.00404064847171474,0
"25-29",4987,NA,NA,NA,NA,63.1862279,53.92881472,9.257413176,9.2,NA,NA,NA,"MW","0",NA,NA,1,112,"Belarus",2012,2012,2012.23770491803,2012.5,"2012 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"25-29",1825,NA,NA,NA,NA,23.3871457576948,18.6732999879178,4.71384576977707,37.5737199350954,NA,NA,NA,"MW","0",NA,NA,0,116,"Cambodia",2000,2000,2000.08469945355,2000.57923497268,"2000 DHS","DHS",0,"kh42",0.0829571784898392,0.145710062924776,0.0687003089387444,0.0124946157027222,0.00648937945125979,0.0149209297653381,1
"25-29",5566,NA,NA,NA,NA,61.6334852862531,43.7615120359513,17.8719732503018,11.4105625523938,NA,NA,NA,"MW","0",NA,NA,0,116,"Cambodia",2014,2014,2014.41369863014,2014.99726027397,"2014 DHS","DHS",0,"kh73",0.0635447542416983,0.0904569232397405,0.0974169740865115,0.0108400258659314,0.00941180086175646,0.0065357157812907,1
"25-29",5566,NA,NA,NA,NA,1.58486635546284,0.908923458450855,0.675942897011986,0.835848108755063,NA,NA,NA,"UW","0",NA,NA,0,116,"Cambodia",2014,2014,2014.41369863014,2014.99726027397,"2014 DHS","DHS",0,"kh73",0.491539863537765,0.574245125193285,0.434452689735453,0.0011103620813765,0.000946559055346376,0.00201643567724426,0
"25-29",1798,NA,NA,NA,NA,17.2150992830418,4.34921804007098,12.8658812429708,22.0752825002393,NA,NA,NA,"MW","0",NA,NA,0,120,"Cameroon",1991,1991,1991.24657534247,1991.74520547945,"1991 DHS","DHS",0,"cm22",0.199087739956323,0.146279835220761,0.109812694953197,0.00759531203497216,0.0136549899847976,0.0162927208191316,1
"25-29",7684,NA,NA,NA,NA,21.0129375338431,16.1668322272289,4.84610530661419,22.5850731790634,NA,NA,NA,"MW","0",NA,NA,0,120,"Cameroon",2018,2018,2018.41369863014,2018.99726027397,"2018 DHS","DHS",0,"cm71",0.0812792154255492,0.150883799490072,0.0744765942918884,0.00679668153630839,0.00332410340219892,0.00603556726427293,1
"25-29",7684,NA,NA,NA,NA,32.5576200555603,27.5574969608845,5.00012309467576,13.6626199964669,NA,NA,NA,"UW","0",NA,NA,0,120,"Cameroon",2018,2018,2018.41369863014,2018.99726027397,"2018 DHS","DHS",0,"cm71",0.0987625016353484,0.267735364941058,0.140722471933301,0.00780311718507586,0.00450657375118898,0.00438151434693987,0
"25-29",2942,NA,NA,NA,NA,60.8,56.8,4,20.7,NA,NA,NA,"MW","0",NA,NA,0,132,"Cabo Verde",2005,2005,2005.49589041096,2005.99726027397,"2005 DHS-RHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,1
"25-29",1732,NA,NA,NA,NA,17.9446396096189,4.04468595108847,13.8999536585304,20.842380471063,NA,NA,NA,"MW","0",NA,NA,0,140,"Central African Republic",1994,1995,1994.66575342466,1995.24383561644,"1994-1995 DHS","DHS",0,"cf33",0.197169223732178,0.106776399380445,0.101432449816907,0.00714275933693062,0.0124822858885315,0.0148096111695279,1
"25-29",7500,NA,NA,NA,NA,21.8,17.6,4.2,38,NA,NA,NA,"MW","0",NA,NA,1,140,"Central African Republic",2019,2019,2019,2019,"2019 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"25-29",7500,NA,NA,NA,NA,26.9194649080999,24.8072999917067,2.11216491639318,25.2630539265565,NA,NA,NA,"UW","0",NA,NA,1,140,"Central African Republic",2019,2019,2019,2019,"2019 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,0
"25-29",4553,NA,"Traditional methods include folk methods.","Excluding the Northern Province.",NA,64.2,53.4,10.7,9.2,"Excluding the Northern Province.",NA,NA,"MW","0",NA,"Including folk methods.",0,144,"Sri Lanka",2006,2007,2006.66575342466,2007.8301369863,"2006-2007 DHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,1
"25-29",6094,NA,NA,NA,NA,58.6,51.3,7.2,9.9,NA,NA,NA,"MW","0",NA,NA,0,144,"Sri Lanka",2016,2016,2016.36612021858,2016.87158469945,"2016 DHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,1
"25-29",1675,NA,NA,NA,NA,5.57411238619416,1.35059446669694,4.22351791949722,17.3494920112335,NA,NA,NA,"MW","0",NA,NA,0,148,"Chad",1996,1997,1996.91530054645,1997.57808219178,"1996-1997 DHS","DHS",0,"td32",0.196294361100942,0.165556411437107,0.0783769012398799,0.00262481987326646,0.00667922623308694,0.0109465219678749,1
"25-29",5564,NA,NA,NA,NA,5.87224514068993,5.40831165697382,0.463933483716112,24.5466429137557,NA,NA,NA,"MW","0",NA,NA,0,148,"Chad",2014,2015,2014.74794520548,2015.32602739726,"2014-2015 DHS","DHS",0,"td71",0.135701632381486,0.296331683383159,0.0562632976565779,0.00480148684812413,0.000694572475686282,0.00482896687536204,1
"25-29",5564,NA,NA,NA,NA,11.2406632723044,10.3233823383615,0.917280933942951,6.74869416670224,NA,NA,NA,"UW","0",NA,NA,0,148,"Chad",2014,2015,2014.74794520548,2015.32602739726,"2014-2015 DHS","DHS",0,"td71",0.220543983040956,0.58404710804625,0.272299105524772,0.00905933679293185,0.00314100717567283,0.00722654247533364,0
"25-29",1860,NA,NA,NA,NA,66.657689049243,56.5432194322634,10.1144696169796,15.5703470352546,NA,NA,NA,"MW","0",NA,NA,0,170,"Colombia",1990,1990,1990.32876712329,1990.66301369863,"1990 DHS","DHS",0,"co22",0.102604178996353,0.160853669324555,0.139305423151648,0.00809107964895665,0.00376099824155818,0.00526011178151792,1
"25-29",5788,NA,NA,NA,NA,79.2024543321351,75.0220862413494,4.18036809078566,6.64009660977511,NA,NA,NA,"MW","0",NA,NA,0,170,"Colombia",2015,2016,2015.08493150685,2016.24590163934,"2015 DHS","DHS",0,"co72",0.125693473993034,0.176342304669075,0.192378270407959,0.00296531788937532,0.00139927928463419,0.00158304185907543,1
"25-29",5788,NA,NA,NA,NA,61.1719148313986,59.0939766733151,2.07793815808353,6.25205668496925,NA,NA,NA,"UW","0",NA,NA,0,170,"Colombia",2015,2016,2015.08493150685,2016.24590163934,"2015 DHS","DHS",0,"co72",0.0711404553906106,0.242746092767653,0.145175561538066,0.00625564500984242,0.000670804160963129,0.0016517542252037,0
"25-29",1707,NA,NA,NA,NA,23.1481481481481,9.25925925925926,13.8888888888889,35.8024691358025,NA,NA,NA,"MW","0",NA,NA,0,174,"Comoros",1996,1996,1996.16393442623,1996.41256830601,"1996 DHS","DHS",0,"km32",0.188060214498325,0.179419649109449,0.118810894135039,0.0154995143180323,0.0211024709387472,0.0238888784276785,1
"25-29",5459,NA,NA,NA,NA,21.381841777641,14.8554044504416,6.52643732719939,30.7329420143903,NA,NA,NA,"MW","0",NA,NA,0,174,"Comoros",2012,2012,2012.58196721311,2012.99726775956,"2012 DHS","DHS",0,"km61",0.129886909376077,0.184207034990582,0.11731076730918,0.0112139781737468,0.00975338750198205,0.0174367876797404,1
"25-29",5459,NA,NA,NA,NA,11.6458218892312,6.59817846036762,5.04764342886354,2.69687050281188,NA,NA,NA,"UW","0",NA,NA,0,174,"Comoros",2012,2012,2012.58196721311,2012.99726775956,"2012 DHS","DHS",0,"km61",0.258198786747431,0.440404528996768,0.46681641068692,0.00757372857318255,0.00506472719117186,0.0039416539228896,0
"25-29",1709,NA,NA,NA,NA,52.7449821910361,15.6974068055664,37.0475753854696,15.4386881707446,NA,NA,NA,"MW","0",NA,NA,0,178,"Congo",2005,2005,2005.49589041096,2005.91232876712,"2005 DHS","DHS",0,"cg50",0.117461928130953,0.0843519461691428,0.129030365624587,0.0143462809615181,0.0180387313499085,0.0149312328405968,1
"25-29",5642,NA,NA,NA,NA,37.50506134,23.99742953,13.50763181,19.7094922062958,NA,NA,NA,"MW","0",NA,NA,0,178,"Congo",2014,2015,2014.83287671233,2015.15890410959,"2014-2015 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"25-29",5642,NA,NA,NA,NA,41.67160504,30.36610046,11.30550458,15.9315301450124,NA,NA,NA,"UW","0",NA,NA,0,178,"Congo",2014,2015,2014.83287671233,2015.15890410959,"2014-2015 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,0
"25-29",1888,NA,NA,NA,NA,22.4913929984174,6.12190844255001,16.3694845558674,27.5075179203157,NA,NA,NA,"MW","0",NA,NA,0,180,"Dem. Rep. of the Congo",2007,2007,2007,2007.66301369863,"2007 DHS","DHS",0,"cd51",0.184715807618083,0.118182792263586,0.0945495283556685,0.0105083845069109,0.0160137505613314,0.0169416930023643,1
"25-29",7798,NA,NA,NA,NA,30.1172168305754,19.4735484501213,10.6436683804541,27.5623387146934,NA,NA,NA,"MW","0",NA,NA,0,180,"Dem. Rep. of the Congo",2017,2018,2017.92328767123,2018.49589041096,"2017-2018 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"25-29",7798,NA,NA,NA,NA,39.1596209475831,23.7180769980294,15.4415439495537,14.2494910250591,NA,NA,NA,"UW","0",NA,NA,0,180,"Dem. Rep. of the Congo",2017,2018,2017.92328767123,2018.49589041096,"2017-2018 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,0
"25-29",4993,NA,NA,NA,NA,68.93652976,68.48234341,0.454186344,14.2,NA,NA,NA,"MW","0",NA,NA,1,188,"Costa Rica",2011,2011,2011.73424657534,2011.90410958904,"2011 MICS","MICS",0,"crwm4",0.151213785002756,0.427541660650372,0.264974348864281,0.0218654130539225,0.000435592135344348,0.0231179597294096,1
"25-29",5762,NA,NA,NA,NA,69,68.2,0.8,16.3,NA,NA,NA,"MW","0",NA,NA,0,188,"Costa Rica",2018,2018,2018.16164383562,2018.41095890411,"2018 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"25-29",5762,NA,NA,NA,NA,52.880805900447,52.1409727856931,0.739833114753953,13.2387365002757,NA,NA,NA,"UW","0",NA,NA,0,188,"Costa Rica",2018,2018,2018.16164383562,2018.41095890411,"2018 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,0
"25-29",4994,NA,NA,NA,NA,75.10989672,74.79177716,0.318119562,8.2,NA,NA,NA,"MW","0",NA,NA,1,192,"Cuba",2010,2011,2010.83287671233,2011.32602739726,"2010-2011 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"25-29",7578,NA,NA,NA,NA,72.5814787220843,71.111970968794,1.43283067437956,10.2264044919398,NA,NA,NA,"MW","0",NA,NA,1,192,"Cuba",2019,2019,2019,2019,"2019 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"25-29",7578,NA,NA,NA,NA,78.078472865134,77.1746697020722,0.903803163061769,7.42396125689903,NA,NA,NA,"UW","0",NA,NA,1,192,"Cuba",2019,2019,2019,2019,"2019 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,0
"25-29",1780,NA,NA,NA,NA,16.7871442960951,3.40171470367414,13.385429592421,28.0632219308833,NA,NA,NA,"MW","0",NA,NA,0,204,"Benin",1996,1996,1996.41530054645,1996.66393442623,"1996 DHS","DHS",0,"bj38",0.200605109057327,0.114619662674098,0.090050189342198,0.00626613645757351,0.0126269206912521,0.0165196050933007,1
"25-29",6055,NA,NA,NA,NA,15.6253237717438,12.2111782578935,3.41414551385033,33.6462660016805,NA,NA,NA,"MW","0",NA,NA,0,204,"Benin",2017,2018,2017.84657534247,2018.15890410959,"2017-2018 DHS","DHS",0,"bj71",0.0734051511497333,0.119317441051536,0.0469578211155147,0.00647112546758284,0.00327668847002634,0.00756187920929519,1
"25-29",6055,NA,NA,NA,NA,24.5071350507772,20.6572086310368,3.84992641974032,12.2943663177381,NA,NA,NA,"UW","0",NA,NA,0,204,"Benin",2017,2018,2017.84657534247,2018.15890410959,"2017-2018 DHS","DHS",0,"bj71",0.141841109557269,0.307984799945954,0.18405863324708,0.013024181271631,0.00302853782551862,0.00793943747601381,0
"25-29",1671,NA,NA,NA,NA,54.9732203718045,50.2165839803044,4.75663639150012,21.3016137848381,NA,NA,NA,"MW","0",NA,NA,0,214,"Dominican Republic",1991,1991,1991.49589041096,1991.91232876712,"1991 DHS","DHS",0,"dr21",0.120425321131538,0.235721560598663,0.123957397175687,0.0216077994184421,0.00934780561282274,0.0141973196583755,1
"25-29",5674,NA,NA,NA,NA,65.27813092,63.80805563,1.470075289,13.80117444,NA,NA,NA,"MW","0",NA,NA,1,214,"Dominican Republic",2014,2014,2014.41369863014,2014.66301369863,"2014 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"25-29",5674,NA,NA,NA,NA,38.7331387,36.7111184,2.0220203,15.11331956,NA,NA,NA,"UW","0",NA,NA,1,214,"Dominican Republic",2014,2014,2014.41369863014,2014.66301369863,"2014 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,0
"25-29",5561,NA,NA,NA,NA,72.92983698,68.15487422,4.774962763,11.43339911,NA,NA,NA,"MW","0",NA,NA,0,222,"El Salvador",2014,2014,2014.16164383562,2014.7397260274,"2014 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"25-29",5561,NA,NA,NA,NA,26.51414394,25.36423599,1.149907943,11.49671906,NA,NA,NA,"UW","0",NA,NA,0,222,"El Salvador",2014,2014,2014.16164383562,2014.7397260274,"2014 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,0
"25-29",5052,NA,NA,NA,NA,11.1,7.7,3.4,33.8,NA,NA,NA,"MW","0",NA,NA,0,226,"Equatorial Guinea",2011,2011,2011.49589041096,2011.91232876712,"2011 DHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,1
"25-29",1694,NA,NA,NA,NA,9.64206968962202,7.81341642240806,1.82865326721396,38.4091168208211,NA,NA,NA,"MW","0",NA,NA,0,231,"Ethiopia",2000,2000,2000.08469945355,2000.41256830601,"2000 DHS","DHS",0,"et41",0.123559437465531,0.223279365956416,0.0701904188434237,0.00778657973797847,0.00379122298321147,0.0142068925995133,1
"25-29",7656,NA,NA,NA,NA,46.00485823,43.57493045,2.230868369,19.30769767,NA,NA,NA,"MW","0",NA,NA,0,231,"Ethiopia",2018,2018,2018.41369863014,2018.57808219178,"2018 PMA-R6","PMA",0,"PMA2018_ETR6_HHQFQ_v3_14Jun2019",0.126467556875328,0.253263872029572,0.149579554607519,0.0109841552447667,0.00274543578640464,0.0112761719479256,1
"25-29",7656,NA,NA,NA,NA,12.61436967,10.49581899,1.156644121,2.417289506,NA,NA,NA,"UW","0",NA,NA,0,231,"Ethiopia",2018,2018,2018.41369863014,2018.57808219178,"2018 PMA-R6","PMA",0,"PMA2018_ETR6_HHQFQ_v3_14Jun2019",0.215626602550689,0.54286533591499,0.356429064406292,0.0080318514690204,0.00138995904827764,0.00345403448354431,0
"25-29",1835,NA,NA,NA,NA,8.89475682060629,4.12532406396142,4.76943275664487,30.1771170039156,NA,NA,NA,"MW","0",NA,NA,0,232,"Eritrea",1995,1996,1995.66575342466,1996.08196721311,"1995 DHS","DHS",0,"er31",0.186105008996588,0.283240917088639,0.103353886717157,0.00619691877157343,0.00700715378441964,0.0088066067864924,1
"25-29",5919,NA,NA,NA,NA,12.6,9.2,3.4,29.6,NA,NA,NA,"MW","0",NA,NA,0,232,"Eritrea",2010,2010,2010.03561643836,2010.51232876712,"2010 PHS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1
"25-29",1849,NA,NA,NA,NA,1.90177678124689,1.90177678124689,0,3.12491489119992,NA,NA,NA,"UW","0",NA,NA,0,232,"Eritrea",2002,2002,2002.16164383562,2002.57808219178,"2002 DHS","DHS",0,"er42",0.465093594422608,NA,0.350740281419043,0.00495871242697256,0,0.00672667339256837,0
